"@timestamp per 30 minutes",Count
"January 4th 2020, 00:00:00.000","10,902"
"January 4th 2020, 00:30:00.000","8,757"
"January 4th 2020, 01:00:00.000","8,941"
"January 4th 2020, 01:30:00.000","7,208"
"January 4th 2020, 02:00:00.000","6,114"
"January 4th 2020, 02:30:00.000","5,242"
"January 4th 2020, 03:00:00.000","5,928"
"January 4th 2020, 03:30:00.000","11,206"
"January 4th 2020, 04:00:00.000","10,920"
"January 4th 2020, 04:30:00.000","11,178"
"January 4th 2020, 05:00:00.000","10,599"
"January 4th 2020, 05:30:00.000","10,726"
"January 4th 2020, 06:00:00.000","11,139"
"January 4th 2020, 06:30:00.000","10,865"
"January 4th 2020, 07:00:00.000","11,127"
"January 4th 2020, 07:30:00.000","11,745"
"January 4th 2020, 08:00:00.000","12,650"
"January 4th 2020, 08:30:00.000","15,166"
"January 4th 2020, 09:00:00.000","22,682"
"January 4th 2020, 09:30:00.000","27,568"
"January 4th 2020, 10:00:00.000","34,562"
"January 4th 2020, 10:30:00.000","34,759"
"January 4th 2020, 11:00:00.000","40,692"
"January 4th 2020, 11:30:00.000","44,682"
"January 4th 2020, 12:00:00.000","40,539"
"January 4th 2020, 12:30:00.000","43,671"
"January 4th 2020, 13:00:00.000","46,062"
"January 4th 2020, 13:30:00.000","44,475"
"January 4th 2020, 14:00:00.000","34,963"
"January 4th 2020, 14:30:00.000","30,013"
"January 4th 2020, 15:00:00.000","26,221"
"January 4th 2020, 15:30:00.000","28,646"
"January 4th 2020, 16:00:00.000","25,186"
"January 4th 2020, 16:30:00.000","26,548"
"January 4th 2020, 17:00:00.000","28,429"
"January 4th 2020, 17:30:00.000","31,123"
"January 4th 2020, 18:00:00.000","28,134"
"January 4th 2020, 18:30:00.000","28,218"
"January 4th 2020, 19:00:00.000","26,968"
"January 4th 2020, 19:30:00.000","24,355"
"January 4th 2020, 20:00:00.000","25,020"
"January 4th 2020, 20:30:00.000","20,644"
"January 4th 2020, 21:00:00.000","20,520"
"January 4th 2020, 21:30:00.000","20,408"
"January 4th 2020, 22:00:00.000","18,436"
"January 4th 2020, 22:30:00.000","15,828"
"January 4th 2020, 23:00:00.000","12,874"
"January 4th 2020, 23:30:00.000","7,909"
