21.11.19;00:00:00;CD1;200;0.133;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:00:06;CD1;200;0.136;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:00:11;CD1;200;0.170;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:00:16;CD1;200;0.127;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:00:21;CD1;200;0.126;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:00:26;CD1;200;0.178;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:00:31;CD1;200;0.199;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:00:37;CD1;200;0.141;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:00:42;CD1;200;0.165;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:00:47;CD1;200;0.165;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:00:52;CD1;200;0.096;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:00:57;CD1;200;0.182;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:01:03;CD1;200;0.120;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:01:08;CD1;200;0.103;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:01:13;CD1;200;0.114;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:01:18;CD1;200;0.169;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:01:23;CD1;200;0.151;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:01:28;CD1;200;0.178;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:01:33;CD1;200;0.140;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:01:39;CD1;200;0.144;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:01:44;CD1;200;0.132;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:01:49;CD1;200;0.173;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:01:54;CD1;200;0.169;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:01:59;CD1;200;0.167;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:02:05;CD1;200;0.132;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:02:10;CD1;200;0.173;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:02:15;CD1;200;0.174;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:02:20;CD1;200;0.124;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:02:25;CD1;200;0.135;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:02:30;CD1;200;0.165;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:02:36;CD1;200;0.176;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:02:41;CD1;200;0.141;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:02:46;CD1;200;0.103;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:02:51;CD1;200;0.153;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:02:56;CD1;200;0.165;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:03:01;CD1;200;0.138;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:03:07;CD1;200;0.180;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:03:12;CD1;200;0.123;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:03:17;CD1;200;0.181;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:03:22;CD1;200;0.157;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:03:27;CD1;200;0.235;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
21.11.19;00:03:33;CD1;200;0.283;https://xx.xx.xx.xx/absiscloud/acstatic/Alive.html
