07-02-20 11:23:06 200 0.022
07-02-20 11:23:36 200 0.034
07-02-20 11:24:06 200 0.024
07-02-20 11:24:36 200 0.019
07-02-20 11:25:06 200 0.028
07-02-20 11:25:36 200 0.024
07-02-20 11:26:06 200 0.020
07-02-20 11:26:36 200 0.018
07-02-20 11:27:06 200 0.025
07-02-20 11:27:36 200 0.021
07-02-20 11:28:06 200 0.019
07-02-20 11:28:36 200 0.027
07-02-20 11:29:07 200 0.021
07-02-20 11:29:37 200 0.023
07-02-20 11:30:07 200 0.020
07-02-20 11:30:37 200 0.022
07-02-20 11:31:07 200 0.020
07-02-20 11:31:37 200 0.027
07-02-20 11:32:07 200 0.025
07-02-20 11:32:37 200 0.022
07-02-20 11:33:07 200 0.022
07-02-20 11:33:37 200 0.034
07-02-20 11:34:07 200 0.021
07-02-20 11:34:37 200 0.025
07-02-20 11:35:07 200 0.024
07-02-20 11:35:37 200 0.022
07-02-20 11:36:07 200 0.027
07-02-20 11:36:37 200 0.022
07-02-20 11:37:07 200 0.022
07-02-20 11:37:37 200 0.023
07-02-20 11:38:07 200 0.024
07-02-20 11:38:37 200 0.023
07-02-20 11:39:07 200 0.021
07-02-20 11:39:37 200 0.021
07-02-20 11:40:07 200 0.018
07-02-20 11:40:37 200 0.025
07-02-20 11:41:08 200 0.054
07-02-20 11:41:38 200 0.019
07-02-20 11:42:08 200 0.024
07-02-20 11:42:38 200 0.024
07-02-20 11:43:08 200 0.024
07-02-20 11:43:38 200 0.020
07-02-20 11:44:08 200 0.030
07-02-20 11:44:38 200 0.026
07-02-20 11:45:08 200 0.029
07-02-20 11:45:38 200 0.021
07-02-20 11:46:08 200 0.020
07-02-20 11:46:38 200 0.022
07-02-20 11:47:08 200 0.020
07-02-20 11:47:38 200 0.024
07-02-20 11:48:08 200 0.021
07-02-20 11:48:38 200 0.022
07-02-20 11:49:08 200 0.021
07-02-20 11:49:38 200 0.020
07-02-20 11:50:08 200 0.021
07-02-20 11:50:38 200 0.021
07-02-20 11:51:08 200 0.020
07-02-20 11:51:39 200 0.030
07-02-20 11:52:09 200 0.021
07-02-20 11:52:39 200 0.031
07-02-20 11:53:09 200 0.029
07-02-20 11:53:39 200 0.021
07-02-20 11:54:09 200 0.020
07-02-20 11:54:39 200 0.028
07-02-20 11:55:09 200 0.021
07-02-20 11:55:39 200 0.021
07-02-20 11:56:09 200 0.020
07-02-20 11:56:39 200 0.020
07-02-20 11:57:09 200 0.024
07-02-20 11:57:39 200 0.018
07-02-20 11:58:09 200 0.018
07-02-20 11:58:39 200 0.024
07-02-20 11:59:09 200 0.027
07-02-20 11:59:39 200 0.027
07-02-20 12:00:09 200 0.018
07-02-20 12:00:39 200 0.026
07-02-20 12:01:09 200 0.022
07-02-20 12:01:39 200 0.025
07-02-20 12:02:09 200 0.024
07-02-20 12:02:39 200 0.023
07-02-20 12:03:10 200 0.029
07-02-20 12:03:40 200 0.026
07-02-20 12:04:10 200 0.019
07-02-20 12:04:40 200 0.021
07-02-20 12:05:10 200 0.019
07-02-20 12:05:40 200 0.036
07-02-20 12:06:10 200 0.026
07-02-20 12:06:40 200 0.020
07-02-20 12:07:10 200 0.019
07-02-20 12:07:40 200 0.020
07-02-20 12:08:10 200 0.027
07-02-20 12:08:40 200 0.023
07-02-20 12:09:10 200 0.021
07-02-20 12:09:40 200 0.022
07-02-20 12:10:10 200 0.041
07-02-20 12:10:40 200 0.019
07-02-20 12:11:10 200 0.020
07-02-20 12:11:40 200 0.022
07-02-20 12:12:10 200 0.028
07-02-20 12:12:41 200 0.027
07-02-20 12:13:11 200 0.024
07-02-20 12:13:41 200 0.028
07-02-20 12:14:11 200 0.026
07-02-20 12:14:41 200 0.023
07-02-20 12:15:11 200 0.032
07-02-20 12:15:41 200 0.021
07-02-20 12:16:11 200 0.131
07-02-20 12:16:41 200 0.021
07-02-20 12:17:11 200 0.026
07-02-20 12:17:41 200 0.022
07-02-20 12:18:11 200 0.022
07-02-20 12:18:41 200 0.025
