TIME,dpStatusHTTPMeanTransactionTime2serviceClass,dpStatusHTTPMeanTransactionTime2proxy,dpStatusHTTPMeanTransactionTime2tenSeconds,dpStatusHTTPMeanTransactionTime2oneMinute,dpStatusHTTPMeanTransactionTime2tenMinutes,dpStatusHTTPMeanTransactionTime2oneHour,dpStatusHTTPMeanTransactionTime2oneDay
1580228081.744823,multiProtocolGateway,stats,0,0,0,0,0
1580228682.343227,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,110
1580228682.343227,multiProtocolGateway,customDomains,181,142,122,118,94
1580228682.343227,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580228682.343227,multiProtocolGateway,mbaas_uri_to_host,148,126,130,132,152
1580228682.343227,multiProtocolGateway,stats,0,0,0,0,0
1580229282.970234,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,110
1580229282.970234,multiProtocolGateway,customDomains,87,97,100,116,94
1580229282.970234,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580229282.970234,multiProtocolGateway,mbaas_uri_to_host,156,125,128,133,152
1580229282.970234,multiProtocolGateway,stats,0,0,0,0,0
1580229883.579894,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,110
1580229883.579894,multiProtocolGateway,customDomains,85,79,93,114,94
1580229883.579894,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580229883.579894,multiProtocolGateway,mbaas_uri_to_host,101,135,150,135,151
1580229883.579894,multiProtocolGateway,stats,0,0,0,0,0
1580230484.015664,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,110
1580230484.015664,multiProtocolGateway,customDomains,137,122,94,109,94
1580230484.015664,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580230484.015664,multiProtocolGateway,mbaas_uri_to_host,149,109,157,139,151
1580230484.015664,multiProtocolGateway,stats,0,0,0,0,0
1580231086.400433,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,110
1580231086.400433,multiProtocolGateway,customDomains,65,93,92,104,94
1580231086.400433,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580231086.400433,multiProtocolGateway,mbaas_uri_to_host,208,155,134,139,151
1580231086.400433,multiProtocolGateway,stats,0,0,0,0,0
1580231687.405095,multiProtocolGateway,CustomDomainsApiRouter,0,0,56,56,110
1580231687.405095,multiProtocolGateway,customDomains,113,97,103,101,94
1580231687.405095,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580231687.405095,multiProtocolGateway,mbaas_uri_to_host,135,249,156,141,151
1580231687.405095,multiProtocolGateway,stats,0,0,0,0,0
1580232290.66817,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,56,110
1580232290.66817,multiProtocolGateway,customDomains,107,110,106,98,94
1580232290.66817,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580232290.66817,multiProtocolGateway,mbaas_uri_to_host,127,131,137,144,151
1580232290.66817,multiProtocolGateway,stats,0,0,0,0,0
1580232891.397809,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,56,110
1580232891.397809,multiProtocolGateway,customDomains,108,104,102,98,94
1580232891.397809,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580232891.397809,multiProtocolGateway,mbaas_uri_to_host,313,174,147,146,151
1580232891.397809,multiProtocolGateway,stats,0,0,0,0,0
1580233491.962794,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,56,106
1580233491.962794,multiProtocolGateway,customDomains,98,121,94,98,93
1580233491.962794,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580233491.962794,multiProtocolGateway,mbaas_uri_to_host,84,109,146,146,151
1580233491.962794,multiProtocolGateway,stats,0,0,0,0,0
1580234092.56933,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,56,106
1580234092.56933,multiProtocolGateway,customDomains,61,88,110,101,93
1580234092.56933,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580234092.56933,multiProtocolGateway,mbaas_uri_to_host,80,130,142,143,151
1580234092.56933,multiProtocolGateway,stats,0,0,0,0,0
1580234693.197249,multiProtocolGateway,CustomDomainsApiRouter,0,0,67,61,106
1580234693.197249,multiProtocolGateway,customDomains,52,81,111,104,93
1580234693.197249,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580234693.197249,multiProtocolGateway,mbaas_uri_to_host,94,130,137,144,151
1580234693.197249,multiProtocolGateway,stats,0,0,0,0,0
1580235293.881751,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,67,106
1580235293.881751,multiProtocolGateway,customDomains,73,72,97,103,93
1580235293.881751,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580235293.881751,multiProtocolGateway,mbaas_uri_to_host,147,134,127,141,151
1580235293.881751,multiProtocolGateway,stats,0,0,0,0,0
1580235894.427043,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,67,106
1580235894.427043,multiProtocolGateway,customDomains,125,119,105,103,93
1580235894.427043,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580235894.427043,multiProtocolGateway,mbaas_uri_to_host,611,194,122,138,151
1580235894.427043,multiProtocolGateway,stats,0,0,0,0,0
1580236495.104922,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,67,106
1580236495.104922,multiProtocolGateway,customDomains,76,97,107,104,93
1580236495.104922,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580236495.104922,multiProtocolGateway,mbaas_uri_to_host,94,111,142,137,151
1580236495.104922,multiProtocolGateway,stats,0,0,0,0,0
1580237095.669819,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,67,101
1580237095.669819,multiProtocolGateway,customDomains,65,79,108,106,93
1580237095.669819,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580237095.669819,multiProtocolGateway,mbaas_uri_to_host,118,149,133,135,150
1580237095.669819,multiProtocolGateway,stats,0,0,0,0,0
1580237696.213124,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,67,101
1580237696.213124,multiProtocolGateway,customDomains,76,100,103,106,93
1580237696.213124,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580237696.213124,multiProtocolGateway,mbaas_uri_to_host,109,111,162,139,150
1580237696.213124,multiProtocolGateway,stats,0,0,0,0,0
1580238296.818574,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,101
1580238296.818574,multiProtocolGateway,customDomains,140,113,112,105,93
1580238296.818574,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580238296.818574,multiProtocolGateway,mbaas_uri_to_host,107,118,137,140,150
