TIME,dpStatusNetworkReceiveDataThroughputInterfaceType,dpStatusNetworkReceiveDataThroughputInterfaceName,dpStatusNetworkReceiveDataThroughputTenSecondsBits,dpStatusNetworkReceiveDataThroughputOneMinuteBits,dpStatusNetworkReceiveDataThroughputTenMinutesBits,dpStatusNetworkReceiveDataThroughputOneHourBits,dpStatusNetworkReceiveDataThroughputOneDayBits
1580210065.491579,ethernet,eth0-vip,0,0,0,0,0
1580210065.491579,ethernet,eth1,96777,95939,198240,178918,81581
1580210065.491579,ethernet,eth1-vip,0,0,0,0,0
1580210065.491579,ethernet,eth2,12,12,12,12,12
1580210065.491579,ethernet,eth3,0,0,0,0,0
1580210665.981885,ethernet,eth0,46067,33974,88834,72440,34590
1580210665.981885,ethernet,eth0-vip,0,0,0,0,0
1580210665.981885,ethernet,eth1,93421,89026,192410,178590,81581
1580210665.981885,ethernet,eth1-vip,0,0,0,0,0
1580210665.981885,ethernet,eth2,12,12,12,12,12
1580210665.981885,ethernet,eth3,0,0,0,0,0
1580211266.507489,ethernet,eth0,41481,40068,88648,72402,34590
1580211266.507489,ethernet,eth0-vip,0,0,0,0,0
1580211266.507489,ethernet,eth1,77164,87731,140569,169168,81581
1580211266.507489,ethernet,eth1-vip,0,0,0,0,0
1580211266.507489,ethernet,eth2,13,12,12,12,12
1580211266.507489,ethernet,eth3,0,0,0,0,0
1580211866.975663,ethernet,eth0,44066,36655,36668,72761,34590
1580211866.975663,ethernet,eth0-vip,0,0,0,0,0
1580211866.975663,ethernet,eth1,90558,91431,193550,177478,81581
1580211866.975663,ethernet,eth1-vip,0,0,0,0,0
1580211866.975663,ethernet,eth2,12,12,12,12,12
1580211866.975663,ethernet,eth3,0,0,0,0,0
1580212467.502187,ethernet,eth0,33671,36824,91546,63886,34590
1580212467.502187,ethernet,eth0-vip,0,0,0,0,0
1580212467.502187,ethernet,eth1,106153,93290,142318,168496,81581
1580212467.502187,ethernet,eth1-vip,0,0,0,0,0
1580212467.502187,ethernet,eth2,12,12,12,12,12
1580212467.502187,ethernet,eth3,0,0,0,0,0
1580213068.025822,ethernet,eth0,3319542,583820,34952,72944,34590
1580213068.025822,ethernet,eth0-vip,0,0,0,0,0
1580213068.025822,ethernet,eth1,86231,88460,191644,176955,81581
1580213068.025822,ethernet,eth1-vip,0,0,0,0,0
1580213068.025822,ethernet,eth2,13,12,12,12,12
1580213068.025822,ethernet,eth3,0,0,0,0,0
1580213668.640477,ethernet,eth0,30062,31976,89800,72215,34465
1580213668.640477,ethernet,eth0-vip,0,0,0,0,0
1580213668.640477,ethernet,eth1,95472,617102,140220,176102,81412
1580213668.640477,ethernet,eth1-vip,0,0,0,0,0
1580213668.640477,ethernet,eth2,12,12,12,12,12
1580213668.640477,ethernet,eth3,0,0,0,0,0
1580214269.126458,ethernet,eth0,30302,34952,86959,62725,34465
1580214269.126458,ethernet,eth0-vip,0,0,0,0,0
1580214269.126458,ethernet,eth1,87188,88239,194300,167009,81412
1580214269.126458,ethernet,eth1-vip,0,0,0,0,0
1580214269.126458,ethernet,eth2,12,12,12,12,12
1580214269.126458,ethernet,eth3,0,0,0,0,0
1580214869.568896,ethernet,eth0,34417,31848,32218,71420,34465
1580214869.568896,ethernet,eth0-vip,0,0,0,0,0
1580214869.568896,ethernet,eth1,82981,80263,192243,176031,81412
1580214869.568896,ethernet,eth1-vip,0,0,0,0,0
1580214869.568896,ethernet,eth2,12,12,12,12,12
1580214869.568896,ethernet,eth3,0,0,0,0,0
1580215470.048301,ethernet,eth0,28227,29943,86828,61462,34465
1580215470.048301,ethernet,eth0-vip,0,0,0,0,0
1580215470.048301,ethernet,eth1,79755,82763,136748,166546,81412
1580215470.048301,ethernet,eth1-vip,0,0,0,0,0
1580215470.048301,ethernet,eth2,12,12,12,12,12
1580215470.048301,ethernet,eth3,0,0,0,0,0
1580216070.676911,ethernet,eth0,26462,21949,30635,69929,34465
1580216070.676911,ethernet,eth0-vip,0,0,0,0,0
1580216070.676911,ethernet,eth1,66827,605493,188365,174714,81412
1580216070.676911,ethernet,eth1-vip,0,0,0,0,0
1580216070.676911,ethernet,eth2,13,12,12,12,12
1580216070.676911,ethernet,eth3,0,0,0,0,0
1580216671.175464,ethernet,eth0,28141,30714,83672,68777,34465
1580216671.175464,ethernet,eth0-vip,0,0,0,0,0
1580216671.175464,ethernet,eth1,69138,77123,129095,164236,81412
1580216671.175464,ethernet,eth1-vip,0,0,0,0,0
1580216671.175464,ethernet,eth2,12,12,12,12,12
1580216671.175464,ethernet,eth3,0,0,0,0,0
1580217271.704352,ethernet,eth0,30468,31535,30472,58888,34017
1580217271.704352,ethernet,eth0-vip,0,0,0,0,0
1580217271.704352,ethernet,eth1,78015,80453,130601,153920,80970
1580217271.704352,ethernet,eth1-vip,0,0,0,0,0
1580217271.704352,ethernet,eth2,13,12,12,12,12
1580217271.704352,ethernet,eth3,0,0,0,0,0
1580217872.289716,ethernet,eth0,32914,31540,84569,67277,34017
1580217872.289716,ethernet,eth0-vip,0,0,0,0,0
1580217872.289716,ethernet,eth1,70314,72546,181649,161133,80970
1580217872.289716,ethernet,eth1-vip,0,0,0,0,0
1580217872.289716,ethernet,eth2,13,12,12,12,12
1580217872.289716,ethernet,eth3,0,0,0,0,0
1580218472.842884,ethernet,eth0,24925,31272,89678,58435,34017
1580218472.842884,ethernet,eth0-vip,0,0,0,0,0
1580218472.842884,ethernet,eth1,72511,67484,124770,149934,80970
1580218472.842884,ethernet,eth1-vip,0,0,0,0,0
1580218472.842884,ethernet,eth2,12,12,12,12,12
1580218472.842884,ethernet,eth3,0,0,0,0,0
1580219073.374408,ethernet,eth0,33857,31208,31963,67679,34017
1580219073.374408,ethernet,eth0-vip,0,0,0,0,0
1580219073.374408,ethernet,eth1,60584,64778,120949,147681,80970
1580219073.374408,ethernet,eth1-vip,0,0,0,0,0
1580219073.374408,ethernet,eth2,13,12,12,12,12
1580219073.374408,ethernet,eth3,0,0,0,0,0
1580219673.969185,ethernet,eth0,29422,29123,85792,58472,34017
1580219673.969185,ethernet,eth0-vip,0,0,0,0,0
1580219673.969185,ethernet,eth1,64073,66319,120478,144940,80970
1580219673.969185,ethernet,eth1-vip,0,0,0,0,0
1580219673.969185,ethernet,eth2,12,12,12,12,12
1580219673.969185,ethernet,eth3,0,0,0,0,0
1580220274.591066,ethernet,eth0,28197,26868,29304,58904,34017
1580220274.591066,ethernet,eth0-vip,0,0,0,0,0
1580220274.591066,ethernet,eth1,3292298,600745,118025,143044,80970
1580220274.591066,ethernet,eth1-vip,0,0,0,0,0
1580220274.591066,ethernet,eth2,13,12,12,12,12
1580220274.591066,ethernet,eth3,0,0,0,0,0
1580220875.138384,ethernet,eth0,19691,20248,80292,58356,34008
1580220875.138384,ethernet,eth0-vip,0,0,0,0,0
1580220875.138384,ethernet,eth1,60547,597993,168900,140756,81388
1580220875.138384,ethernet,eth1-vip,0,0,0,0,0
1580220875.138384,ethernet,eth2,12,12,12,12,12
1580220875.138384,ethernet,eth3,0,0,0,0,0
1580221475.695111,ethernet,eth0,25497,21321,21692,57247,34008
1580221475.695111,ethernet,eth0-vip,0,0,0,0,0
1580221475.695111,ethernet,eth1,52649,53956,110494,128882,81388
1580221475.695111,ethernet,eth1-vip,0,0,0,0,0
1580221475.695111,ethernet,eth2,13,12,12,12,12
1580221475.695111,ethernet,eth3,0,0,0,0,0
1580222076.350395,ethernet,eth0,25337,22481,20703,55287,34008
1580222076.350395,ethernet,eth0-vip,0,0,0,0,0
1580222076.350395,ethernet,eth1,55874,593413,53658,126027,81388
1580222076.350395,ethernet,eth1-vip,0,0,0,0,0
1580222076.350395,ethernet,eth2,12,12,12,12,12
1580222076.350395,ethernet,eth3,0,0,0,0,0
1580222676.946114,ethernet,eth0,18570,20781,76677,53554,34008
1580222676.946114,ethernet,eth0-vip,0,0,0,0,0
1580222676.946114,ethernet,eth1,52039,51061,106420,123385,81388
1580222676.946114,ethernet,eth1-vip,0,0,0,0,0
1580222676.946114,ethernet,eth2,12,12,12,12,12
1580222676.946114,ethernet,eth3,0,0,0,0,0
1580223277.48626,ethernet,eth0,19374,19816,20460,51766,34008
1580223277.48626,ethernet,eth0-vip,0,0,0,0,0
1580223277.48626,ethernet,eth1,60002,57310,108521,112182,81388
1580223277.48626,ethernet,eth1-vip,0,0,0,0,0
1580223277.48626,ethernet,eth2,13,12,12,12,12
1580223277.48626,ethernet,eth3,0,0,0,0,0
1580223878.087891,ethernet,eth0,19787,20178,74443,40715,34008
1580223878.087891,ethernet,eth0-vip,0,0,0,0,0
1580223878.087891,ethernet,eth1,77456,72416,173715,110752,81388
1580223878.087891,ethernet,eth1-vip,0,0,0,0,0
1580223878.087891,ethernet,eth2,13,12,12,12,12
1580223878.087891,ethernet,eth3,0,0,0,0,0
1580224478.692113,ethernet,eth0,19759,17266,19513,48586,34356
1580224478.692113,ethernet,eth0-vip,0,0,0,0,0
1580224478.692113,ethernet,eth1,52639,50032,115322,112114,81611
1580224478.692113,ethernet,eth1-vip,0,0,0,0,0
1580224478.692113,ethernet,eth2,12,12,12,12,12
1580224478.692113,ethernet,eth3,0,0,0,0,0
1580225079.200028,ethernet,eth0,17023,16791,17996,38825,34356
1580225079.200028,ethernet,eth0-vip,0,0,0,0,0
1580225079.200028,ethernet,eth1,45956,45780,104116,110927,81611
1580225079.200028,ethernet,eth1-vip,0,0,0,0,0
1580225079.200028,ethernet,eth2,13,12,12,12,12
1580225079.200028,ethernet,eth3,0,0,0,0,0
1580225679.764411,ethernet,eth0,17187,17566,73040,38026,34356
1580225679.764411,ethernet,eth0-vip,0,0,0,0,0
1580225679.764411,ethernet,eth1,48130,48185,48791,109911,81611
1580225679.764411,ethernet,eth1-vip,0,0,0,0,0
1580225679.764411,ethernet,eth2,13,12,12,12,12
1580225679.764411,ethernet,eth3,0,0,0,0,0
1580226280.30601,ethernet,eth0,21570,18970,16801,37518,34356
1580226280.30601,ethernet,eth0-vip,0,0,0,0,0
1580226280.30601,ethernet,eth1,48170,44369,100813,109270,81611
1580226280.30601,ethernet,eth1-vip,0,0,0,0,0
1580226280.30601,ethernet,eth2,12,12,12,12,12
1580226280.30601,ethernet,eth3,0,0,0,0,0
1580226880.919573,ethernet,eth0,15671,29216,17805,36877,34356
1580226880.919573,ethernet,eth0-vip,0,0,0,0,0
1580226880.919573,ethernet,eth1,47404,45776,101030,108092,81611
1580226880.919573,ethernet,eth1-vip,0,0,0,0,0
1580226880.919573,ethernet,eth2,12,12,12,12,12
1580226880.919573,ethernet,eth3,0,0,0,0,0
1580227481.469424,ethernet,eth0,3340930,570149,19101,36684,34356
1580227481.469424,ethernet,eth0-vip,0,0,0,0,0
1580227481.469424,ethernet,eth1,46946,46941,101920,97365,81611
1580227481.469424,ethernet,eth1-vip,0,0,0,0,0
1580227481.469424,ethernet,eth2,12,12,12,12,12
1580227481.469424,ethernet,eth3,0,0,0,0,0
1580228082.033965,ethernet,eth0,13502,14119,72149,36386,34356
1580228082.033965,ethernet,eth0-vip,0,0,0,0,0
1580228082.033965,ethernet,eth1,44410,44298,100389,93480,81597
1580228082.033965,ethernet,eth1-vip,0,0,0,0,0
1580228082.033965,ethernet,eth2,12,12,12,12,12
1580228082.033965,ethernet,eth3,0,0,0,0,0
1580228682.643204,ethernet,eth0,10812,12716,15540,35986,34356
1580228682.643204,ethernet,eth0-vip,0,0,0,0,0
1580228682.643204,ethernet,eth1,40270,44172,99119,92477,81597
1580228682.643204,ethernet,eth1-vip,0,0,0,0,0
1580228682.643204,ethernet,eth2,12,12,12,12,12
1580228682.643204,ethernet,eth3,0,0,0,0,0
1580229283.266089,ethernet,eth0,16192,14977,13492,35480,34356
1580229283.266089,ethernet,eth0-vip,0,0,0,0,0
1580229283.266089,ethernet,eth1,51025,45564,44507,91635,81597
1580229283.266089,ethernet,eth1-vip,0,0,0,0,0
1580229283.266089,ethernet,eth2,13,13,12,12,12
1580229283.266089,ethernet,eth3,0,0,0,0,0
1580229883.849185,ethernet,eth0,15145,18083,69532,25631,34356
1580229883.849185,ethernet,eth0-vip,0,0,0,0,0
1580229883.849185,ethernet,eth1,46339,42516,97815,90992,81597
1580229883.849185,ethernet,eth1-vip,0,0,0,0,0
1580229883.849185,ethernet,eth2,12,12,12,12,12
1580229883.849185,ethernet,eth3,0,0,0,0,0
1580230484.322761,ethernet,eth0,17137,16559,18739,34646,34356
1580230484.322761,ethernet,eth0-vip,0,0,0,0,0
1580230484.322761,ethernet,eth1,43629,43733,99787,81609,81597
1580230484.322761,ethernet,eth1-vip,0,0,0,0,0
1580230484.322761,ethernet,eth2,12,13,12,12,12
1580230484.322761,ethernet,eth3,0,0,0,0,0
1580231087.091046,ethernet,eth0,19578,17068,18302,34577,34356
1580231087.091046,ethernet,eth0-vip,0,0,0,0,0
1580231087.091046,ethernet,eth1,45674,45117,99073,90282,81597
1580231087.091046,ethernet,eth1-vip,0,0,0,0,0
1580231087.091046,ethernet,eth2,13,12,12,12,12
1580231087.091046,ethernet,eth3,0,0,0,0,0
1580231690.280085,ethernet,eth0,18261,21580,73545,25486,33892
1580231690.280085,ethernet,eth0-vip,0,0,0,0,0
1580231690.280085,ethernet,eth1,44689,46125,100072,89973,81548
1580231690.280085,ethernet,eth1-vip,0,0,0,0,0
1580231690.280085,ethernet,eth2,12,12,12,12,12
1580231690.280085,ethernet,eth3,0,0,0,0,0
1580232291.036402,ethernet,eth0,18753,17619,18855,35036,33892
1580232291.036402,ethernet,eth0-vip,0,0,0,0,0
1580232291.036402,ethernet,eth1,44840,42394,43932,90046,81548
1580232291.036402,ethernet,eth1-vip,0,0,0,0,0
1580232291.036402,ethernet,eth2,12,12,12,12,12
1580232291.036402,ethernet,eth3,0,0,0,0,0
1580232891.67568,ethernet,eth0,9754,15297,17146,35698,33892
1580232891.67568,ethernet,eth0-vip,0,0,0,0,0
1580232891.67568,ethernet,eth1,37583,41240,97240,89976,81548
1580232891.67568,ethernet,eth1-vip,0,0,0,0,0
1580232891.67568,ethernet,eth2,12,12,12,12,12
1580232891.67568,ethernet,eth3,0,0,0,0,0
1580233492.287465,ethernet,eth0,8600,569566,16480,36067,33892
1580233492.287465,ethernet,eth0-vip,0,0,0,0,0
1580233492.287465,ethernet,eth1,34790,37806,95609,80302,81548
1580233492.287465,ethernet,eth1-vip,0,0,0,0,0
1580233492.287465,ethernet,eth2,12,12,12,12,12
1580233492.287465,ethernet,eth3,0,0,0,0,0
1580234092.865853,ethernet,eth0,20176,16298,71325,36209,33892
1580234092.865853,ethernet,eth0-vip,0,0,0,0,0
1580234092.865853,ethernet,eth1,40281,38064,93610,88852,81548
1580234092.865853,ethernet,eth1-vip,0,0,0,0,0
1580234092.865853,ethernet,eth2,12,12,12,12,12
1580234092.865853,ethernet,eth3,0,0,0,0,0
1580234693.542281,ethernet,eth0,10415,9624,15712,36064,33892
1580234693.542281,ethernet,eth0-vip,0,0,0,0,0
1580234693.542281,ethernet,eth1,37986,36270,38361,87944,81548
1580234693.542281,ethernet,eth1-vip,0,0,0,0,0
1580234693.542281,ethernet,eth2,13,12,12,12,12
1580234693.542281,ethernet,eth3,0,0,0,0,0
1580235294.160588,ethernet,eth0,10948,10052,10836,35035,33824
1580235294.160588,ethernet,eth0-vip,0,0,0,0,0
1580235294.160588,ethernet,eth1,38741,36425,91376,86759,81498
1580235294.160588,ethernet,eth1-vip,0,0,0,0,0
1580235294.160588,ethernet,eth2,12,12,12,12,12
1580235294.160588,ethernet,eth3,0,0,0,0,0
1580235894.787936,ethernet,eth0,10155,9820,10159,24458,33824
1580235894.787936,ethernet,eth0-vip,0,0,0,0,0
1580235894.787936,ethernet,eth1,39961,36859,91729,76171,81498
1580235894.787936,ethernet,eth1-vip,0,0,0,0,0
1580235894.787936,ethernet,eth2,13,12,12,12,12
1580235894.787936,ethernet,eth3,0,0,0,0,0
1580236495.362113,ethernet,eth0,9539,9724,65393,32412,33824
1580236495.362113,ethernet,eth0-vip,0,0,0,0,0
1580236495.362113,ethernet,eth1,35879,34106,36132,75149,81498
1580236495.362113,ethernet,eth1-vip,0,0,0,0,0
1580236495.362113,ethernet,eth2,12,12,12,12,12
1580236495.362113,ethernet,eth3,0,0,0,0,0
1580237095.904544,ethernet,eth0,8697,9774,9810,31268,33824
1580237095.904544,ethernet,eth0-vip,0,0,0,0,0
1580237095.904544,ethernet,eth1,35958,34219,89213,74137,81498
1580237095.904544,ethernet,eth1-vip,0,0,0,0,0
1580237095.904544,ethernet,eth2,12,12,12,12,12
1580237095.904544,ethernet,eth3,0,0,0,0,0
1580237696.513902,ethernet,eth0,8405,8261,9434,20934,33824
1580237696.513902,ethernet,eth0-vip,0,0,0,0,0
1580237696.513902,ethernet,eth1,31543,580002,89040,73284,81498
1580237696.513902,ethernet,eth1-vip,0,0,0,0,0
1580237696.513902,ethernet,eth2,12,12,12,12,12
1580237696.513902,ethernet,eth3,0,0,0,0,0
1580238297.095913,ethernet,eth0,9361,10433,9337,19543,33824
1580238297.095913,ethernet,eth0-vip,0,0,0,0,0
1580238297.095913,ethernet,eth1,39229,34372,32668,72347,81498
1580238297.095913,ethernet,eth1-vip,0,0,0,0,0
1580238297.095913,ethernet,eth2,12,12,12,12,12
1580238297.095913,ethernet,eth3,0,0,0,0,0
1580238897.649864,ethernet,eth0,7343,8677,9389,19073,33208
1580238897.649864,ethernet,eth0-vip,0,0,0,0,0
1580238897.649864,ethernet,eth1,30892,31403,87402,62372,81473
1580238897.649864,ethernet,eth1-vip,0,0,0,0,0
1580238897.649864,ethernet,eth2,12,12,12,12,12
1580238897.649864,ethernet,eth3,0,0,0,0,0
1580239498.199511,ethernet,eth0,7625,7696,9127,18932,33208
1580239498.199511,ethernet,eth0-vip,0,0,0,0,0
1580239498.199511,ethernet,eth1,27846,29733,31173,70832,81473
1580239498.199511,ethernet,eth1-vip,0,0,0,0,0
1580239498.199511,ethernet,eth2,12,12,12,12,12
1580239498.199511,ethernet,eth3,0,0,0,0,0
1580240098.730072,ethernet,eth0,7402,7266,63756,18683,33208
1580240098.730072,ethernet,eth0-vip,0,0,0,0,0
1580240098.730072,ethernet,eth1,28203,28191,84753,60546,81473
1580240098.730072,ethernet,eth1-vip,0,0,0,0,0
1580240098.730072,ethernet,eth2,12,12,12,12,12
1580240098.730072,ethernet,eth3,0,0,0,0,0
1580240699.371196,ethernet,eth0,8077,7926,8125,18427,33208
1580240699.371196,ethernet,eth0-vip,0,0,0,0,0
1580240699.371196,ethernet,eth1,28605,30805,29157,68822,81473
1580240699.371196,ethernet,eth1-vip,0,0,0,0,0
1580240699.371196,ethernet,eth2,12,12,12,12,12
1580240699.371196,ethernet,eth3,0,0,0,0,0
1580241299.979564,ethernet,eth0,5992,7092,7833,18107,33208
1580241299.979564,ethernet,eth0-vip,0,0,0,0,0
1580241299.979564,ethernet,eth1,26727,26739,82844,58640,81473
1580241299.979564,ethernet,eth1-vip,0,0,0,0,0
1580241299.979564,ethernet,eth2,12,12,12,12,12
1580241299.979564,ethernet,eth3,0,0,0,0,0
1580241900.594303,ethernet,eth0,8228,7951,7636,17896,33208
1580241900.594303,ethernet,eth0-vip,0,0,0,0,0
1580241900.594303,ethernet,eth1,27796,27846,26743,57676,81473
1580241900.594303,ethernet,eth1-vip,0,0,0,0,0
1580241900.594303,ethernet,eth2,13,12,12,12,12
1580241900.594303,ethernet,eth3,0,0,0,0,0
1580242501.217486,ethernet,eth0,7151,9079,7663,17612,33062
1580242501.217486,ethernet,eth0-vip,0,0,0,0,0
1580242501.217486,ethernet,eth1,25787,26183,80927,56643,81504
1580242501.217486,ethernet,eth1-vip,0,0,0,0,0
1580242501.217486,ethernet,eth2,12,12,12,12,12
1580242501.217486,ethernet,eth3,0,0,0,0,0
1580243101.920442,ethernet,eth0,13390,12411,8389,17234,33062
1580243101.920442,ethernet,eth0-vip,0,0,0,0,0
1580243101.920442,ethernet,eth1,25300,25917,25086,55593,81504
1580243101.920442,ethernet,eth1-vip,0,0,0,0,0
1580243101.920442,ethernet,eth2,13,12,12,12,12
1580243101.920442,ethernet,eth3,0,0,0,0,0
1580243702.525692,ethernet,eth0,12161,566680,66634,8099,33062
1580243702.525692,ethernet,eth0-vip,0,0,0,0,0
1580243702.525692,ethernet,eth1,22886,23435,79901,54676,81504
1580243702.525692,ethernet,eth1-vip,0,0,0,0,0
1580243702.525692,ethernet,eth2,12,12,12,12,12
1580243702.525692,ethernet,eth3,0,0,0,0,0
1580244303.142006,ethernet,eth0,11142,9393,10740,17844,33062
1580244303.142006,ethernet,eth0-vip,0,0,0,0,0
1580244303.142006,ethernet,eth1,22501,24093,24068,53831,81504
1580244303.142006,ethernet,eth1-vip,0,0,0,0,0
1580244303.142006,ethernet,eth2,12,12,12,12,12
1580244303.142006,ethernet,eth3,0,0,0,0,0
1580244903.824402,ethernet,eth0,10786,11705,10796,18275,33062
1580244903.824402,ethernet,eth0-vip,0,0,0,0,0
1580244903.824402,ethernet,eth1,23327,24988,24773,53068,81504
1580244903.824402,ethernet,eth1-vip,0,0,0,0,0
1580244903.824402,ethernet,eth2,14,13,12,12,12
1580244903.824402,ethernet,eth3,0,0,0,0,0
1580245504.498186,ethernet,eth0,19396,13490,11709,18835,33062
1580245504.498186,ethernet,eth0-vip,0,0,0,0,0
1580245504.498186,ethernet,eth1,27406,26826,80290,52653,81504
1580245504.498186,ethernet,eth1-vip,0,0,0,0,0
1580245504.498186,ethernet,eth2,13,12,12,12,12
1580245504.498186,ethernet,eth3,0,0,0,0,0
1580246105.093835,ethernet,eth0,7997,12576,12039,19512,33020
1580246105.093835,ethernet,eth0-vip,0,0,0,0,0
