TIME,dpStatusHTTPTransactions2serviceClass,dpStatusHTTPTransactions2proxy,dpStatusHTTPTransactions2tenSeconds,dpStatusHTTPTransactions2oneMinute,dpStatusHTTPTransactions2tenMinutes,dpStatusHTTPTransactions2oneHour,dpStatusHTTPTransactions2oneDay
1580987741.058956,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580987741.058956,multiProtocolGateway,customDomains,1051,1040,1084,1075,521
1580987741.058956,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580987741.058956,multiProtocolGateway,mbaas_uri_to_host,36,42,47,48,46
1580987741.058956,multiProtocolGateway,stats,0,0,0,0,0
1580988341.630272,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580988341.630272,multiProtocolGateway,customDomains,1031,1032,1030,1076,521
1580988341.630272,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580988341.630272,multiProtocolGateway,mbaas_uri_to_host,28,40,45,49,46
1580988341.630272,multiProtocolGateway,stats,0,0,0,0,0
1580988942.262946,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580988942.262946,multiProtocolGateway,customDomains,1082,1029,1008,1058,521
1580988942.262946,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580988942.262946,multiProtocolGateway,mbaas_uri_to_host,65,47,67,50,46
1580988942.262946,multiProtocolGateway,stats,0,0,0,0,0
1580989542.797829,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580989542.797829,multiProtocolGateway,customDomains,1024,1019,1028,1049,521
1580989542.797829,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580989542.797829,multiProtocolGateway,mbaas_uri_to_host,37,47,46,50,46
1580989542.797829,multiProtocolGateway,stats,0,0,0,0,0
1580990143.362955,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580990143.362955,multiProtocolGateway,customDomains,1028,1037,1051,1053,521
1580990143.362955,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580990143.362955,multiProtocolGateway,mbaas_uri_to_host,39,52,48,49,46
1580990143.362955,multiProtocolGateway,stats,0,0,0,0,0
1580990743.927601,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580990743.927601,multiProtocolGateway,customDomains,956,985,995,1040,521
1580990743.927601,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580990743.927601,multiProtocolGateway,mbaas_uri_to_host,47,49,48,50,46
1580990743.927601,multiProtocolGateway,stats,0,0,0,0,0
1580991344.407287,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580991344.407287,multiProtocolGateway,customDomains,937,967,1003,1029,521
1580991344.407287,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580991344.407287,multiProtocolGateway,mbaas_uri_to_host,36,46,48,50,46
1580991344.407287,multiProtocolGateway,stats,0,0,0,0,0
1580991945.372252,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580991945.372252,multiProtocolGateway,customDomains,1002,1004,993,1018,521
1580991945.372252,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580991945.372252,multiProtocolGateway,mbaas_uri_to_host,34,37,42,50,46
1580991945.372252,multiProtocolGateway,stats,0,0,0,0,0
1580992545.904336,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580992545.904336,multiProtocolGateway,customDomains,1016,977,999,1013,521
1580992545.904336,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580992545.904336,multiProtocolGateway,mbaas_uri_to_host,47,41,67,50,46
1580992545.904336,multiProtocolGateway,stats,0,0,0,0,0
1580993146.461495,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580993146.461495,multiProtocolGateway,customDomains,879,914,909,1008,520
1580993146.461495,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580993146.461495,multiProtocolGateway,mbaas_uri_to_host,46,43,42,50,46
1580993146.461495,multiProtocolGateway,stats,0,0,0,0,0
1580993747.1172,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580993747.1172,multiProtocolGateway,customDomains,882,900,888,987,520
1580993747.1172,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580993747.1172,multiProtocolGateway,mbaas_uri_to_host,49,41,42,49,46
1580993747.1172,multiProtocolGateway,stats,0,0,0,0,0
1580994347.673795,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580994347.673795,multiProtocolGateway,customDomains,801,820,848,959,520
1580994347.673795,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580994347.673795,multiProtocolGateway,mbaas_uri_to_host,64,47,49,48,46
1580994347.673795,multiProtocolGateway,stats,0,0,0,0,0
1580994948.236162,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580994948.236162,multiProtocolGateway,customDomains,801,792,827,934,520
1580994948.236162,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580994948.236162,multiProtocolGateway,mbaas_uri_to_host,32,39,44,48,46
1580994948.236162,multiProtocolGateway,stats,0,0,0,0,0
1580995549.102676,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580995549.102676,multiProtocolGateway,customDomains,743,751,788,904,520
1580995549.102676,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580995549.102676,multiProtocolGateway,mbaas_uri_to_host,29,38,39,47,46
1580995549.102676,multiProtocolGateway,stats,0,0,0,0,0
1580996149.656776,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580996149.656776,multiProtocolGateway,customDomains,647,634,699,868,520
1580996149.656776,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580996149.656776,multiProtocolGateway,mbaas_uri_to_host,44,43,64,47,46
1580996149.656776,multiProtocolGateway,stats,0,0,0,0,0
1580996750.216206,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580996750.216206,multiProtocolGateway,customDomains,552,571,605,817,518
1580996750.216206,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580996750.216206,multiProtocolGateway,mbaas_uri_to_host,38,36,40,47,46
1580996750.216206,multiProtocolGateway,stats,0,0,0,0,0
1580997350.783932,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580997350.783932,multiProtocolGateway,customDomains,595,546,565,765,518
1580997350.783932,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580997350.783932,multiProtocolGateway,mbaas_uri_to_host,33,43,38,46,46
1580997350.783932,multiProtocolGateway,stats,0,0,0,0,0
1580997951.336441,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580997951.336441,multiProtocolGateway,customDomains,487,535,535,712,518
1580997951.336441,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580997951.336441,multiProtocolGateway,mbaas_uri_to_host,51,45,39,45,46
1580997951.336441,multiProtocolGateway,stats,0,0,0,0,0
1580998551.885909,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580998551.885909,multiProtocolGateway,customDomains,557,539,537,660,518
1580998551.885909,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580998551.885909,multiProtocolGateway,mbaas_uri_to_host,39,41,41,44,46
1580998551.885909,multiProtocolGateway,stats,0,0,0,0,0
1580999152.424952,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580999152.424952,multiProtocolGateway,customDomains,487,521,541,613,518
1580999152.424952,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580999152.424952,multiProtocolGateway,mbaas_uri_to_host,39,34,38,43,46
1580999152.424952,multiProtocolGateway,stats,0,0,0,0,0
1580999752.955166,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1580999752.955166,multiProtocolGateway,customDomains,529,553,541,573,518
1580999752.955166,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580999752.955166,multiProtocolGateway,mbaas_uri_to_host,48,42,63,43,46
1580999752.955166,multiProtocolGateway,stats,0,0,0,0,0
1581000353.467433,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1581000353.467433,multiProtocolGateway,customDomains,533,543,542,550,513
1581000353.467433,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1581000353.467433,multiProtocolGateway,mbaas_uri_to_host,41,52,43,43,46
1581000353.467433,multiProtocolGateway,stats,0,0,0,0,0
1581000953.990007,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
1581000953.990007,multiProtocolGateway,customDomains,518,553,550,542,513
1581000953.990007,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1581000953.990007,multiProtocolGateway,mbaas_uri_to_host,46,41,44,44,46
1581000953.990007,multiProtocolGateway,stats,0,0,0,0,0
1581001554.638852,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,0
