TIME,dpStatusNetworkTransmitDataThroughputInterfaceType,dpStatusNetworkTransmitDataThroughputInterfaceName,dpStatusNetworkTransmitDataThroughputTenSecondsBits,dpStatusNetworkTransmitDataThroughputOneMinuteBits,dpStatusNetworkTransmitDataThroughputTenMinutesBits,dpStatusNetworkTransmitDataThroughputOneHourBits,dpStatusNetworkTransmitDataThroughputOneDayBits
1580509176.301437,ethernet,eth1-vip,0,0,0,0,0
1580509176.301437,ethernet,eth2,0,0,0,0,0
1580509176.301437,ethernet,eth3,0,0,0,0,0
1580509776.86081,ethernet,eth0,32534,33419,34421,73008,72676
1580509776.86081,ethernet,eth0-vip,0,0,0,0,0
1580509776.86081,ethernet,eth1,30837,30962,87814,73318,80747
1580509776.86081,ethernet,eth1-vip,0,0,0,0,0
1580509776.86081,ethernet,eth2,0,0,0,0,0
1580509776.86081,ethernet,eth3,0,0,0,0,0
1580510379.250167,ethernet,eth0,32764,31790,88491,72213,72676
1580510379.250167,ethernet,eth0-vip,0,0,0,0,0
1580510379.250167,ethernet,eth1,34763,30036,32690,62893,80747
1580510379.250167,ethernet,eth1-vip,0,0,0,0,0
1580510379.250167,ethernet,eth2,0,0,0,0,0
1580510379.250167,ethernet,eth3,0,0,0,0,0
1580510979.837386,ethernet,eth0,32189,33380,33366,62362,72676
1580510979.837386,ethernet,eth0-vip,0,0,0,0,0
1580510979.837386,ethernet,eth1,31175,32550,87736,70820,80747
1580510979.837386,ethernet,eth1-vip,0,0,0,0,0
1580510979.837386,ethernet,eth2,0,0,0,0,0
1580510979.837386,ethernet,eth3,0,0,0,0,0
1580511580.549288,ethernet,eth0,30000,30495,86972,70777,72676
1580511580.549288,ethernet,eth0-vip,0,0,0,0,0
1580511580.549288,ethernet,eth1,35441,35746,88613,70107,80747
1580511580.549288,ethernet,eth1-vip,0,0,0,0,0
1580511580.549288,ethernet,eth2,0,0,0,0,0
1580511580.549288,ethernet,eth3,0,0,0,0,0
1580512181.080372,ethernet,eth0,45528,46604,101824,72500,74698
1580512181.080372,ethernet,eth0-vip,0,0,0,0,0
1580512181.080372,ethernet,eth1,45697,48989,48841,63197,81825
1580512181.080372,ethernet,eth1-vip,0,0,0,0,0
1580512181.080372,ethernet,eth2,0,0,0,0,0
1580512181.080372,ethernet,eth3,0,0,0,0,0
1580512781.683897,ethernet,eth0,44806,44230,100385,74118,74698
1580512781.683897,ethernet,eth0-vip,0,0,0,0,0
1580512781.683897,ethernet,eth1,40735,45799,101682,74348,81825
1580512781.683897,ethernet,eth1-vip,0,0,0,0,0
1580512781.683897,ethernet,eth2,0,0,0,0,0
1580512781.683897,ethernet,eth3,0,0,0,0,0
1580513382.22738,ethernet,eth0,35801,36825,41253,75326,74698
1580513382.22738,ethernet,eth0-vip,0,0,0,0,0
1580513382.22738,ethernet,eth1,39131,40163,97933,76096,81825
1580513382.22738,ethernet,eth1-vip,0,0,0,0,0
1580513382.22738,ethernet,eth2,0,0,0,0,0
1580513382.22738,ethernet,eth3,0,0,0,0,0
1580513982.777756,ethernet,eth0,35032,34291,90528,75675,74698
1580513982.777756,ethernet,eth0-vip,0,0,0,0,0
1580513982.777756,ethernet,eth1,41075,36320,92639,86144,81825
1580513982.777756,ethernet,eth1-vip,0,0,0,0,0
1580513982.777756,ethernet,eth2,0,0,0,0,0
1580513982.777756,ethernet,eth3,0,0,0,0,0
1580514583.287444,ethernet,eth0,32456,31400,88418,84922,74698
1580514583.287444,ethernet,eth0-vip,0,0,0,0,0
1580514583.287444,ethernet,eth1,30178,33227,36652,77689,81825
1580514583.287444,ethernet,eth1-vip,0,0,0,0,0
1580514583.287444,ethernet,eth2,0,0,0,0,0
1580514583.287444,ethernet,eth3,0,0,0,0,0
1580515183.830264,ethernet,eth0,29206,29801,30969,75579,74698
1580515183.830264,ethernet,eth0-vip,0,0,0,0,0
1580515183.830264,ethernet,eth1,26971,31027,88151,77692,81825
1580515183.830264,ethernet,eth1-vip,0,0,0,0,0
1580515183.830264,ethernet,eth2,0,0,0,0,0
1580515183.830264,ethernet,eth3,0,0,0,0,0
1580515784.455679,ethernet,eth0,26318,27557,84977,73080,76416
1580515784.455679,ethernet,eth0-vip,0,0,0,0,0
1580515784.455679,ethernet,eth1,29956,28262,87272,84393,84288
1580515784.455679,ethernet,eth1-vip,0,0,0,0,0
1580515784.455679,ethernet,eth2,0,0,0,0,0
1580515784.455679,ethernet,eth3,0,0,0,0,0
1580516384.97407,ethernet,eth0,24572,25494,27061,60838,76416
1580516384.97407,ethernet,eth0-vip,0,0,0,0,0
1580516384.97407,ethernet,eth1,22359,28219,29854,72401,84288
1580516384.97407,ethernet,eth1-vip,0,0,0,0,0
1580516384.97407,ethernet,eth2,0,0,0,0,0
1580516384.97407,ethernet,eth3,0,0,0,0,0
1580516985.506978,ethernet,eth0,21856,22708,79399,67133,76416
1580516985.506978,ethernet,eth0-vip,0,0,0,0,0
1580516985.506978,ethernet,eth1,23393,22211,81451,69634,84288
1580516985.506978,ethernet,eth1-vip,0,0,0,0,0
1580516985.506978,ethernet,eth2,0,0,0,0,0
1580516985.506978,ethernet,eth3,0,0,0,0,0
1580517586.113291,ethernet,eth0,20692,21435,22303,55733,76416
1580517586.113291,ethernet,eth0-vip,0,0,0,0,0
1580517586.113291,ethernet,eth1,19718,21098,22016,57806,84288
1580517586.113291,ethernet,eth1-vip,0,0,0,0,0
1580517586.113291,ethernet,eth2,0,0,0,0,0
1580517586.113291,ethernet,eth3,0,0,0,0,0
1580518186.758085,ethernet,eth0,20475,21383,21389,44522,76416
1580518186.758085,ethernet,eth0-vip,0,0,0,0,0
1580518186.758085,ethernet,eth1,19859,21518,21284,55215,84288
1580518186.758085,ethernet,eth1-vip,0,0,0,0,0
1580518186.758085,ethernet,eth2,0,0,0,0,0
1580518186.758085,ethernet,eth3,0,0,0,0,0
1580518787.370666,ethernet,eth0,18341,18192,74570,51811,76416
1580518787.370666,ethernet,eth0-vip,0,0,0,0,0
1580518787.370666,ethernet,eth1,19073,17867,74608,52996,84288
1580518787.370666,ethernet,eth1-vip,0,0,0,0,0
1580518787.370666,ethernet,eth2,0,0,0,0,0
1580518787.370666,ethernet,eth3,0,0,0,0,0
1580519388.063487,ethernet,eth0,18351,17204,17935,40627,77800
1580519388.063487,ethernet,eth0-vip,0,0,0,0,0
1580519388.063487,ethernet,eth1,20156,17600,18658,41525,84824
1580519388.063487,ethernet,eth1-vip,0,0,0,0,0
1580519388.063487,ethernet,eth2,0,0,0,0,0
1580519388.063487,ethernet,eth3,0,0,0,0,0
1580519988.647221,ethernet,eth0,14807,15653,17234,38983,77800
1580519988.647221,ethernet,eth0-vip,0,0,0,0,0
1580519988.647221,ethernet,eth1,20209,19736,19240,39674,84824
1580519988.647221,ethernet,eth1-vip,0,0,0,0,0
1580519988.647221,ethernet,eth2,0,0,0,0,0
1580519988.647221,ethernet,eth3,0,0,0,0,0
1580520589.290212,ethernet,eth0,26429,28152,80930,38980,77800
1580520589.290212,ethernet,eth0-vip,0,0,0,0,0
1580520589.290212,ethernet,eth1,29528,28406,83014,39700,84824
1580520589.290212,ethernet,eth1-vip,0,0,0,0,0
1580520589.290212,ethernet,eth2,0,0,0,0,0
1580520589.290212,ethernet,eth3,0,0,0,0,0
1580521189.953667,ethernet,eth0,25933,26924,27866,39907,77800
1580521189.953667,ethernet,eth0-vip,0,0,0,0,0
1580521189.953667,ethernet,eth1,26284,29810,29430,40912,84824
1580521189.953667,ethernet,eth1-vip,0,0,0,0,0
1580521189.953667,ethernet,eth2,0,0,0,0,0
1580521189.953667,ethernet,eth3,0,0,0,0,0
1580521790.498273,ethernet,eth0,26231,26167,81051,49886,77800
1580521790.498273,ethernet,eth0-vip,0,0,0,0,0
1580521790.498273,ethernet,eth1,29135,26970,82759,51246,84824
1580521790.498273,ethernet,eth1-vip,0,0,0,0,0
1580521790.498273,ethernet,eth2,0,0,0,0,0
1580521790.498273,ethernet,eth3,0,0,0,0,0
1580522391.053463,ethernet,eth0,24266,24179,25403,41627,77800
1580522391.053463,ethernet,eth0-vip,0,0,0,0,0
1580522391.053463,ethernet,eth1,22488,24433,27719,43322,84824
1580522391.053463,ethernet,eth1-vip,0,0,0,0,0
1580522391.053463,ethernet,eth2,0,0,0,0,0
1580522391.053463,ethernet,eth3,0,0,0,0,0
1580522991.558387,ethernet,eth0,18452,21661,80326,52023,79209
1580522991.558387,ethernet,eth0-vip,0,0,0,0,0
1580522991.558387,ethernet,eth1,23372,25436,81826,53843,86149
1580522991.558387,ethernet,eth1-vip,0,0,0,0,0
1580522991.558387,ethernet,eth2,0,0,0,0,0
1580522991.558387,ethernet,eth3,0,0,0,0,0
1580523592.059594,ethernet,eth0,17303,17165,17949,52237,79209
1580523592.059594,ethernet,eth0-vip,0,0,0,0,0
1580523592.059594,ethernet,eth1,16205,16730,21807,54486,86149
1580523592.059594,ethernet,eth1-vip,0,0,0,0,0
1580523592.059594,ethernet,eth2,0,0,0,0,0
1580523592.059594,ethernet,eth3,0,0,0,0,0
1580524192.632441,ethernet,eth0,17363,17276,17138,41805,79209
1580524192.632441,ethernet,eth0-vip,0,0,0,0,0
1580524192.632441,ethernet,eth1,16258,16539,72048,52811,86149
1580524192.632441,ethernet,eth1-vip,0,0,0,0,0
1580524192.632441,ethernet,eth2,0,0,0,0,0
1580524192.632441,ethernet,eth3,0,0,0,0,0
1580524793.155063,ethernet,eth0,16131,16707,71817,49116,79209
1580524793.155063,ethernet,eth0-vip,0,0,0,0,0
1580524793.155063,ethernet,eth1,16664,17082,16107,50585,86149
1580524793.155063,ethernet,eth1-vip,0,0,0,0,0
1580524793.155063,ethernet,eth2,0,0,0,0,0
1580524793.155063,ethernet,eth3,0,0,0,0,0
1580525393.679924,ethernet,eth0,11015,12059,14893,38125,79209
1580525393.679924,ethernet,eth0-vip,0,0,0,0,0
1580525393.679924,ethernet,eth1,11306,12922,15232,39332,86149
1580525393.679924,ethernet,eth1-vip,0,0,0,0,0
1580525393.679924,ethernet,eth2,0,0,0,0,0
1580525393.679924,ethernet,eth3,0,0,0,0,0
1580525994.180715,ethernet,eth0,13202,12299,12494,35983,79209
1580525994.180715,ethernet,eth0-vip,0,0,0,0,0
1580525994.180715,ethernet,eth1,13458,13558,13798,37022,86149
1580525994.180715,ethernet,eth1-vip,0,0,0,0,0
1580525994.180715,ethernet,eth2,0,0,0,0,0
1580525994.180715,ethernet,eth3,0,0,0,0,0
1580526594.819728,ethernet,eth0,10178,11480,12293,24632,79611
1580526594.819728,ethernet,eth0-vip,0,0,0,0,0
1580526594.819728,ethernet,eth1,12960,12654,68604,34820,86855
1580526594.819728,ethernet,eth1-vip,0,0,0,0,0
1580526594.819728,ethernet,eth2,0,0,0,0,0
1580526594.819728,ethernet,eth3,0,0,0,0,0
1580527195.382248,ethernet,eth0,11962,12534,67432,32756,79611
1580527195.382248,ethernet,eth0-vip,0,0,0,0,0
1580527195.382248,ethernet,eth1,17490,16058,14901,33461,86855
1580527195.382248,ethernet,eth1-vip,0,0,0,0,0
1580527195.382248,ethernet,eth2,0,0,0,0,0
1580527195.382248,ethernet,eth3,0,0,0,0,0
1580527795.968716,ethernet,eth0,9685,10652,11744,31886,79611
1580527795.968716,ethernet,eth0-vip,0,0,0,0,0
1580527795.968716,ethernet,eth1,12066,17282,16408,24177,86855
1580527795.968716,ethernet,eth1-vip,0,0,0,0,0
1580527795.968716,ethernet,eth2,0,0,0,0,0
1580527795.968716,ethernet,eth3,0,0,0,0,0
1580528396.581981,ethernet,eth0,8582,8789,9329,21506,79611
1580528396.581981,ethernet,eth0-vip,0,0,0,0,0
1580528396.581981,ethernet,eth1,11711,10148,13255,23821,86855
1580528396.581981,ethernet,eth1-vip,0,0,0,0,0
1580528396.581981,ethernet,eth2,0,0,0,0,0
1580528396.581981,ethernet,eth3,0,0,0,0,0
1580528997.188432,ethernet,eth0,9664,8965,9492,20527,79611
1580528997.188432,ethernet,eth0-vip,0,0,0,0,0
1580528997.188432,ethernet,eth1,10670,9921,66628,32324,86855
1580528997.188432,ethernet,eth1-vip,0,0,0,0,0
1580528997.188432,ethernet,eth2,0,0,0,0,0
1580528997.188432,ethernet,eth3,0,0,0,0,0
1580529597.689849,ethernet,eth0,10223,9829,9732,20054,79611
1580529597.689849,ethernet,eth0-vip,0,0,0,0,0
1580529597.689849,ethernet,eth1,10981,11110,11251,31899,86855
1580529597.689849,ethernet,eth1-vip,0,0,0,0,0
1580529597.689849,ethernet,eth2,0,0,0,0,0
1580529597.689849,ethernet,eth3,0,0,0,0,0
1580530198.332175,ethernet,eth0,10810,566435,66537,19807,80249
1580530198.332175,ethernet,eth0-vip,0,0,0,0,0
1580530198.332175,ethernet,eth1,11253,14879,15953,23007,87073
1580530198.332175,ethernet,eth1-vip,0,0,0,0,0
1580530198.332175,ethernet,eth2,0,0,0,0,0
1580530198.332175,ethernet,eth3,0,0,0,0,0
1580530798.882929,ethernet,eth0,10538,10718,11198,19698,80249
1580530798.882929,ethernet,eth0-vip,0,0,0,0,0
1580530798.882929,ethernet,eth1,13142,11651,13976,22997,87073
1580530798.882929,ethernet,eth1-vip,0,0,0,0,0
1580530798.882929,ethernet,eth2,0,0,0,0,0
1580530798.882929,ethernet,eth3,0,0,0,0,0
1580531399.429326,ethernet,eth0,11446,11232,11507,19630,80249
1580531399.429326,ethernet,eth0-vip,0,0,0,0,0
1580531399.429326,ethernet,eth1,12029,12406,68314,31628,87073
1580531399.429326,ethernet,eth1-vip,0,0,0,0,0
1580531399.429326,ethernet,eth2,0,0,0,0,0
1580531399.429326,ethernet,eth3,0,0,0,0,0
1580532000.037643,ethernet,eth0,11841,11653,12051,20035,80249
1580532000.037643,ethernet,eth0-vip,0,0,0,0,0
1580532000.037643,ethernet,eth1,13995,12956,13332,31526,87073
1580532000.037643,ethernet,eth1-vip,0,0,0,0,0
1580532000.037643,ethernet,eth2,0,0,0,0,0
1580532000.037643,ethernet,eth3,0,0,0,0,0
1580532600.550528,ethernet,eth0,9261,11779,12293,20500,80249
1580532600.550528,ethernet,eth0-vip,0,0,0,0,0
1580532600.550528,ethernet,eth1,10915,12448,13649,22697,87073
1580532600.550528,ethernet,eth1-vip,0,0,0,0,0
1580532600.550528,ethernet,eth2,0,0,0,0,0
1580532600.550528,ethernet,eth3,0,0,0,0,0
1580533201.118654,ethernet,eth0,13881,12874,68239,30248,80249
1580533201.118654,ethernet,eth0-vip,0,0,0,0,0
1580533201.118654,ethernet,eth1,15024,13881,13750,23102,87073
1580533201.118654,ethernet,eth1-vip,0,0,0,0,0
1580533201.118654,ethernet,eth2,0,0,0,0,0
1580533201.118654,ethernet,eth3,0,0,0,0,0
1580533801.766611,ethernet,eth0,14990,14908,14787,30866,80856
1580533801.766611,ethernet,eth0-vip,0,0,0,0,0
1580533801.766611,ethernet,eth1,16001,15695,71453,32453,87576
1580533801.766611,ethernet,eth1-vip,0,0,0,0,0
1580533801.766611,ethernet,eth2,0,0,0,0,0
1580533801.766611,ethernet,eth3,0,0,0,0,0
1580534402.362141,ethernet,eth0,17553,16686,15815,22357,80856
1580534402.362141,ethernet,eth0-vip,0,0,0,0,0
1580534402.362141,ethernet,eth1,16653,17390,16492,32759,87576
1580534402.362141,ethernet,eth1-vip,0,0,0,0,0
1580534402.362141,ethernet,eth2,0,0,0,0,0
1580534402.362141,ethernet,eth3,0,0,0,0,0
1580535002.851284,ethernet,eth0,17541,17654,17740,23372,80856
1580535002.851284,ethernet,eth0-vip,0,0,0,0,0
1580535002.851284,ethernet,eth1,18896,18172,18100,24381,87576
1580535002.851284,ethernet,eth1-vip,0,0,0,0,0
1580535002.851284,ethernet,eth2,0,0,0,0,0
1580535002.851284,ethernet,eth3,0,0,0,0,0
1580535603.564627,ethernet,eth0,20466,19746,74303,33718,80856
1580535603.564627,ethernet,eth0-vip,0,0,0,0,0
1580535603.564627,ethernet,eth1,27381,23569,76532,34825,87576
1580535603.564627,ethernet,eth1-vip,0,0,0,0,0
1580535603.564627,ethernet,eth2,0,0,0,0,0
1580535603.564627,ethernet,eth3,0,0,0,0,0
1580536204.045682,ethernet,eth0,21931,21602,20283,35038,80856
1580536204.045682,ethernet,eth0-vip,0,0,0,0,0
1580536204.045682,ethernet,eth1,20968,24340,24130,36559,87576
1580536204.045682,ethernet,eth1-vip,0,0,0,0,0
1580536204.045682,ethernet,eth2,0,0,0,0,0
1580536204.045682,ethernet,eth3,0,0,0,0,0
1580536804.748629,ethernet,eth0,24302,23136,77473,27369,80856
1580536804.748629,ethernet,eth0-vip,0,0,0,0,0
1580536804.748629,ethernet,eth1,28896,577631,81287,38614,87576
1580536804.748629,ethernet,eth1-vip,0,0,0,0,0
1580536804.748629,ethernet,eth2,0,0,0,0,0
1580536804.748629,ethernet,eth3,0,0,0,0,0
1580537405.300819,ethernet,eth0,27163,26818,26403,38471,81067
1580537405.300819,ethernet,eth0-vip,0,0,0,0,0
1580537405.300819,ethernet,eth1,30093,28664,29586,40794,87676
1580537405.300819,ethernet,eth1-vip,0,0,0,0,0
1580537405.300819,ethernet,eth2,0,0,0,0,0
1580537405.300819,ethernet,eth3,0,0,0,0,0
1580538005.792482,ethernet,eth0,29268,29030,83295,40549,81067
1580538005.792482,ethernet,eth0-vip,0,0,0,0,0
1580538005.792482,ethernet,eth1,36186,32889,86420,52444,87676
1580538005.792482,ethernet,eth1-vip,0,0,0,0,0
1580538005.792482,ethernet,eth2,0,0,0,0,0
1580538005.792482,ethernet,eth3,0,0,0,0,0
1580538606.410612,ethernet,eth0,32765,31764,29688,51695,81067
1580538606.410612,ethernet,eth0-vip,0,0,0,0,0
1580538606.410612,ethernet,eth1,38154,34441,32592,54845,87676
1580538606.410612,ethernet,eth1-vip,0,0,0,0,0
1580538606.410612,ethernet,eth2,0,0,0,0,0
1580538606.410612,ethernet,eth3,0,0,0,0,0
1580539206.880102,ethernet,eth0,35694,34472,88789,54081,81067
1580539206.880102,ethernet,eth0-vip,0,0,0,0,0
1580539206.880102,ethernet,eth1,38309,37413,91705,57370,87676
1580539206.880102,ethernet,eth1-vip,0,0,0,0,0
1580539206.880102,ethernet,eth2,0,0,0,0,0
1580539206.880102,ethernet,eth3,0,0,0,0,0
1580539807.430265,ethernet,eth0,37988,38196,36539,56741,81067
1580539807.430265,ethernet,eth0-vip,0,0,0,0,0
1580539807.430265,ethernet,eth1,45336,586887,92602,59696,87676
1580539807.430265,ethernet,eth1-vip,0,0,0,0,0
1580539807.430265,ethernet,eth2,0,0,0,0,0
1580539807.430265,ethernet,eth3,0,0,0,0,0
1580540408.033624,ethernet,eth0,39998,39925,94447,68763,81067
1580540408.033624,ethernet,eth0-vip,0,0,0,0,0
1580540408.033624,ethernet,eth1,42809,38020,37499,70725,87676
1580540408.033624,ethernet,eth1-vip,0,0,0,0,0
1580540408.033624,ethernet,eth2,0,0,0,0,0
1580540408.033624,ethernet,eth3,0,0,0,0,0
1580541008.526302,ethernet,eth0,50229,49076,100958,71923,81543
1580541008.526302,ethernet,eth0-vip,0,0,0,0,0
1580541008.526302,ethernet,eth1,45924,44101,97622,72835,86182
1580541008.526302,ethernet,eth1-vip,0,0,0,0,0
1580541008.526302,ethernet,eth2,0,0,0,0,0
1580541008.526302,ethernet,eth3,0,0,0,0,0
1580541609.12862,ethernet,eth0,54147,54169,105787,84775,81543
1580541609.12862,ethernet,eth0-vip,0,0,0,0,0
1580541609.12862,ethernet,eth1,59029,49791,101430,75270,86182
1580541609.12862,ethernet,eth1-vip,0,0,0,0,0
1580541609.12862,ethernet,eth2,0,0,0,0,0
1580541609.12862,ethernet,eth3,0,0,0,0,0
1580542209.727349,ethernet,eth0,59311,58805,110497,89058,81543
1580542209.727349,ethernet,eth0-vip,0,0,0,0,0
1580542209.727349,ethernet,eth1,58821,53418,105386,87379,86182
1580542209.727349,ethernet,eth1-vip,0,0,0,0,0
1580542209.727349,ethernet,eth2,0,0,0,0,0
1580542209.727349,ethernet,eth3,0,0,0,0,0
1580542810.180655,ethernet,eth0,60773,60964,115524,93500,81543
1580542810.180655,ethernet,eth0-vip,0,0,0,0,0
1580542810.180655,ethernet,eth1,52898,53462,109191,90350,86182
1580542810.180655,ethernet,eth1-vip,0,0,0,0,0
1580542810.180655,ethernet,eth2,0,0,0,0,0
1580542810.180655,ethernet,eth3,0,0,0,0,0
1580543410.755178,ethernet,eth0,66044,65906,117902,107070,81543
1580543410.755178,ethernet,eth0-vip,0,0,0,0,0
1580543410.755178,ethernet,eth1,70819,61417,110744,102423,86182
1580543410.755178,ethernet,eth1-vip,0,0,0,0,0
1580543410.755178,ethernet,eth2,0,0,0,0,0
1580543410.755178,ethernet,eth3,0,0,0,0,0
1580544011.303384,ethernet,eth0,70754,69333,121084,111478,81543
1580544011.303384,ethernet,eth0-vip,0,0,0,0,0
1580544011.303384,ethernet,eth1,66809,63654,115021,106133,86182
1580544011.303384,ethernet,eth1-vip,0,0,0,0,0
1580544011.303384,ethernet,eth2,0,0,0,0,0
1580544011.303384,ethernet,eth3,0,0,0,0,0
1580544611.72953,ethernet,eth0,74629,75115,181239,115998,80360
1580544611.72953,ethernet,eth0-vip,0,0,0,0,0
1580544611.72953,ethernet,eth1,72072,72234,124856,110678,82467
1580544611.72953,ethernet,eth1-vip,0,0,0,0,0
1580544611.72953,ethernet,eth2,0,0,0,0,0
1580544611.72953,ethernet,eth3,0,0,0,0,0
1580545212.309989,ethernet,eth0,75930,75764,128538,128769,80360
1580545212.309989,ethernet,eth0-vip,0,0,0,0,0
1580545212.309989,ethernet,eth1,82947,71226,124478,114561,82467
1580545212.309989,ethernet,eth1-vip,0,0,0,0,0
1580545212.309989,ethernet,eth2,0,0,0,0,0
1580545212.309989,ethernet,eth3,0,0,0,0,0
1580545812.842929,ethernet,eth0,76315,76306,129819,132037,80360
1580545812.842929,ethernet,eth0-vip,0,0,0,0,0
1580545812.842929,ethernet,eth1,71941,71950,180187,127079,82467
1580545812.842929,ethernet,eth1-vip,0,0,0,0,0
1580545812.842929,ethernet,eth2,0,0,0,0,0
1580545812.842929,ethernet,eth3,0,0,0,0,0
1580546413.352163,ethernet,eth0,78442,79150,185261,143681,80360
1580546413.352163,ethernet,eth0-vip,0,0,0,0,0
1580546413.352163,ethernet,eth1,68525,73494,127752,130184,82467
1580546413.352163,ethernet,eth1-vip,0,0,0,0,0
1580546413.352163,ethernet,eth2,0,0,0,0,0
1580546413.352163,ethernet,eth3,0,0,0,0,0
1580547013.926228,ethernet,eth0,77268,78906,132496,146191,80360
1580547013.926228,ethernet,eth0-vip,0,0,0,0,0
1580547013.926228,ethernet,eth1,82798,74086,128361,133152,82467
1580547013.926228,ethernet,eth1-vip,0,0,0,0,0
1580547013.926228,ethernet,eth2,0,0,0,0,0
1580547013.926228,ethernet,eth3,0,0,0,0,0
1580547614.440798,ethernet,eth0,78956,611301,185552,148119,80360
1580547614.440798,ethernet,eth0-vip,0,0,0,0,0
1580547614.440798,ethernet,eth1,75689,74273,182009,144398,82467
1580547614.440798,ethernet,eth1-vip,0,0,0,0,0
1580547614.440798,ethernet,eth2,0,0,0,0,0
1580547614.440798,ethernet,eth3,0,0,0,0,0
1580548214.932319,ethernet,eth0,80987,81449,134414,158136,80288
1580548214.932319,ethernet,eth0-vip,0,0,0,0,0
1580548214.932319,ethernet,eth1,79052,78279,130015,145334,81720
1580548214.932319,ethernet,eth1-vip,0,0,0,0,0
1580548214.932319,ethernet,eth2,0,0,0,0,0
1580548214.932319,ethernet,eth3,0,0,0,0,0
1580548815.461183,ethernet,eth0,3274111,611496,134009,150162,80288
1580548815.461183,ethernet,eth0-vip,0,0,0,0,0
1580548815.461183,ethernet,eth1,3277557,608320,129517,146249,81720
1580548815.461183,ethernet,eth1-vip,0,0,0,0,0
1580548815.461183,ethernet,eth2,0,0,0,0,0
1580548815.461183,ethernet,eth3,0,0,0,0,0
1580549416.060328,ethernet,eth0,79571,78325,186176,159622,80288
1580549416.060328,ethernet,eth0-vip,0,0,0,0,0
1580549416.060328,ethernet,eth1,75369,77005,182855,146709,81720
1580549416.060328,ethernet,eth1-vip,0,0,0,0,0
1580549416.060328,ethernet,eth2,0,0,0,0,0
1580549416.060328,ethernet,eth3,0,0,0,0,0
1580550016.564926,ethernet,eth0,77200,79266,131879,150765,80288
1580550016.564926,ethernet,eth0-vip,0,0,0,0,0
1580550016.564926,ethernet,eth1,67877,71376,126161,146514,81720
1580550016.564926,ethernet,eth1-vip,0,0,0,0,0
1580550016.564926,ethernet,eth2,0,0,0,0,0
1580550016.564926,ethernet,eth3,0,0,0,0,0
1580550617.101616,ethernet,eth0,77220,76790,184255,150547,80288
1580550617.101616,ethernet,eth0-vip,0,0,0,0,0
1580550617.101616,ethernet,eth1,68547,74732,125207,145981,81720
1580550617.101616,ethernet,eth1-vip,0,0,0,0,0
1580550617.101616,ethernet,eth2,0,0,0,0,0
1580550617.101616,ethernet,eth3,0,0,0,0,0
1580551217.77151,ethernet,eth0,77019,74350,129494,158974,80288
1580551217.77151,ethernet,eth0-vip,0,0,0,0,0
1580551217.77151,ethernet,eth1,69432,68485,176419,136218,81720
1580551217.77151,ethernet,eth1-vip,0,0,0,0,0
1580551217.77151,ethernet,eth2,0,0,0,0,0
1580551217.77151,ethernet,eth3,0,0,0,0,0
1580551818.37309,ethernet,eth0,77378,75258,129036,149255,80309
1580551818.37309,ethernet,eth0-vip,0,0,0,0,0
1580551818.37309,ethernet,eth1,69221,68654,121837,143815,81076
1580551818.37309,ethernet,eth1-vip,0,0,0,0,0
1580551818.37309,ethernet,eth2,0,0,0,0,0
1580551818.37309,ethernet,eth3,0,0,0,0,0
1580552418.824994,ethernet,eth0,76249,74283,181842,157240,80309
1580552418.824994,ethernet,eth0-vip,0,0,0,0,0
1580552418.824994,ethernet,eth1,67679,68005,121885,142534,81076
1580552418.824994,ethernet,eth1-vip,0,0,0,0,0
1580552418.824994,ethernet,eth2,0,0,0,0,0
1580552418.824994,ethernet,eth3,0,0,0,0,0
1580553019.408807,ethernet,eth0,73949,72258,126659,147305,80309
1580553019.408807,ethernet,eth0-vip,0,0,0,0,0
1580553019.408807,ethernet,eth1,68301,67204,119820,132052,81076
1580553019.408807,ethernet,eth1-vip,0,0,0,0,0
1580553019.408807,ethernet,eth2,0,0,0,0,0
1580553019.408807,ethernet,eth3,0,0,0,0,0
1580553620.129301,ethernet,eth0,70785,70581,125048,146181,80309
1580553620.129301,ethernet,eth0-vip,0,0,0,0,0
1580553620.129301,ethernet,eth1,65105,64876,118591,130738,81076
1580553620.129301,ethernet,eth1-vip,0,0,0,0,0
1580553620.129301,ethernet,eth2,0,0,0,0,0
1580553620.129301,ethernet,eth3,0,0,0,0,0
1580554220.697614,ethernet,eth0,70203,605550,176493,144816,80309
1580554220.697614,ethernet,eth0-vip,0,0,0,0,0
1580554220.697614,ethernet,eth1,66065,601808,170911,129450,81076
1580554220.697614,ethernet,eth1-vip,0,0,0,0,0
1580554220.697614,ethernet,eth2,0,0,0,0,0
1580554220.697614,ethernet,eth3,0,0,0,0,0
1580554821.218273,ethernet,eth0,65091,67117,122633,143741,80309
1580554821.218273,ethernet,eth0-vip,0,0,0,0,0
1580554821.218273,ethernet,eth1,61344,62386,117526,137455,81076
1580554821.218273,ethernet,eth1-vip,0,0,0,0,0
1580554821.218273,ethernet,eth2,0,0,0,0,0
1580554821.218273,ethernet,eth3,0,0,0,0,0
1580555421.838382,ethernet,eth0,68187,66800,121201,142447,80112
1580555421.838382,ethernet,eth0-vip,0,0,0,0,0
1580555421.838382,ethernet,eth1,61479,61467,115193,127440,80124
1580555421.838382,ethernet,eth1-vip,0,0,0,0,0
1580555421.838382,ethernet,eth2,0,0,0,0,0
1580555421.838382,ethernet,eth3,0,0,0,0,0
