TIME,dpStatusNetworkTransmitDataThroughputInterfaceType,dpStatusNetworkTransmitDataThroughputInterfaceName,dpStatusNetworkTransmitDataThroughputTenSecondsBits,dpStatusNetworkTransmitDataThroughputOneMinuteBits,dpStatusNetworkTransmitDataThroughputTenMinutesBits,dpStatusNetworkTransmitDataThroughputOneHourBits,dpStatusNetworkTransmitDataThroughputOneDayBits
1579038675.346207,ethernet,eth0-vip,0,0,0,0,0
1579038675.346207,ethernet,eth1,24977,22701,22020,51757,89616
1579038675.346207,ethernet,eth1-vip,0,0,0,0,0
1579038675.346207,ethernet,eth2,0,0,0,0,0
1579038675.346207,ethernet,eth3,0,0,0,0,0
1579039275.678808,ethernet,eth0,14830,14519,14995,36448,67454
1579039275.678808,ethernet,eth0-vip,0,0,0,0,0
1579039275.678808,ethernet,eth1,16302,18524,20556,41694,89043
1579039275.678808,ethernet,eth1-vip,0,0,0,0,0
1579039275.678808,ethernet,eth2,0,0,0,0,0
1579039275.678808,ethernet,eth3,0,0,0,0,0
1579039875.975884,ethernet,eth0,11471,14372,69941,35430,67454
1579039875.975884,ethernet,eth0-vip,0,0,0,0,0
1579039875.975884,ethernet,eth1,17633,19676,75762,50055,89043
1579039875.975884,ethernet,eth1-vip,0,0,0,0,0
1579039875.975884,ethernet,eth2,0,0,0,0,0
1579039875.975884,ethernet,eth3,0,0,0,0,0
1579040476.309467,ethernet,eth0,13151,13964,14263,34716,67454
