TIME,dpStatusNetworkReceiveDataThroughputInterfaceType,dpStatusNetworkReceiveDataThroughputInterfaceName,dpStatusNetworkReceiveDataThroughputTenSecondsBits,dpStatusNetworkReceiveDataThroughputOneMinuteBits,dpStatusNetworkReceiveDataThroughputTenMinutesBits,dpStatusNetworkReceiveDataThroughputOneHourBits,dpStatusNetworkReceiveDataThroughputOneDayBits
1581030983.102031,ethernet,eth0,9754,7977,6857,29051,67169
1581030983.102031,ethernet,eth0-vip,0,0,0,0,0
1581030983.102031,ethernet,eth1,16348,16512,17175,37970,90967
1581030983.102031,ethernet,eth1-vip,0,0,0,0,0
1581030983.102031,ethernet,eth2,12,12,12,12,12
1581030983.102031,ethernet,eth3,0,0,0,0,0
1581031583.601375,ethernet,eth0,5328,5466,6763,18495,67169
1581031583.601375,ethernet,eth0-vip,0,0,0,0,0
1581031583.601375,ethernet,eth1,18951,18170,18172,37215,90967
1581031583.601375,ethernet,eth1-vip,0,0,0,0,0
1581031583.601375,ethernet,eth2,12,12,12,12,12
1581031583.601375,ethernet,eth3,0,0,0,0,0
1581032184.137446,ethernet,eth0,6418,4561,5628,17254,67169
1581032184.137446,ethernet,eth0-vip,0,0,0,0,0
1581032184.137446,ethernet,eth1,13171,12623,70254,36621,90967
1581032184.137446,ethernet,eth1-vip,0,0,0,0,0
1581032184.137446,ethernet,eth2,12,12,12,12,12
1581032184.137446,ethernet,eth3,0,0,0,0,0
1581032784.709114,ethernet,eth0,15989,8261,5479,16238,67169
1581032784.709114,ethernet,eth0-vip,0,0,0,0,0
1581032784.709114,ethernet,eth1,12233,11483,11720,35621,90967
1581032784.709114,ethernet,eth1-vip,0,0,0,0,0
1581032784.709114,ethernet,eth2,12,12,12,12,12
1581032784.709114,ethernet,eth3,0,0,0,0,0
1581033385.260312,ethernet,eth0,4078,9499,8137,15822,67169
1581033385.260312,ethernet,eth0-vip,0,0,0,0,0
1581033385.260312,ethernet,eth1,14119,13571,12208,34686,90967
1581033385.260312,ethernet,eth1-vip,0,0,0,0,0
1581033385.260312,ethernet,eth2,12,12,12,12,12
1581033385.260312,ethernet,eth3,0,0,0,0,0
1581033985.77446,ethernet,eth0,8061,6629,8281,16065,67066
1581033985.77446,ethernet,eth0-vip,0,0,0,0,0
1581033985.77446,ethernet,eth1,11232,9952,11717,24461,90631
1581033985.77446,ethernet,eth1-vip,0,0,0,0,0
1581033985.77446,ethernet,eth2,12,12,12,12,12
1581033985.77446,ethernet,eth3,0,0,0,0,0
1581034586.31876,ethernet,eth0,9528,8069,8410,6954,67066
1581034586.31876,ethernet,eth0-vip,0,0,0,0,0
1581034586.31876,ethernet,eth1,11099,10638,66529,23209,90631
1581034586.31876,ethernet,eth1-vip,0,0,0,0,0
1581034586.31876,ethernet,eth2,12,12,12,12,12
1581034586.31876,ethernet,eth3,0,0,0,0,0
1581035186.860706,ethernet,eth0,4157,7241,63609,7179,67066
1581035186.860706,ethernet,eth0-vip,0,0,0,0,0
1581035186.860706,ethernet,eth1,9949,8922,9572,31475,90631
1581035186.860706,ethernet,eth1-vip,0,0,0,0,0
1581035186.860706,ethernet,eth2,12,12,12,12,12
1581035186.860706,ethernet,eth3,0,0,0,0,0
1581035787.380879,ethernet,eth0,4142,8248,6982,16610,67066
1581035787.380879,ethernet,eth0-vip,0,0,0,0,0
1581035787.380879,ethernet,eth1,8715,8236,8911,20664,90631
1581035787.380879,ethernet,eth1-vip,0,0,0,0,0
1581035787.380879,ethernet,eth2,14,13,12,12,12
1581035787.380879,ethernet,eth3,0,0,0,0,0
1581036387.960949,ethernet,eth0,7845,8372,7468,16965,67066
1581036387.960949,ethernet,eth0-vip,0,0,0,0,0
1581036387.960949,ethernet,eth1,6706,7424,8064,19905,90631
1581036387.960949,ethernet,eth1-vip,0,0,0,0,0
1581036387.960949,ethernet,eth2,12,12,12,12,12
1581036387.960949,ethernet,eth3,0,0,0,0,0
1581036988.483414,ethernet,eth0,8411,8553,7554,17133,67066
1581036988.483414,ethernet,eth0-vip,0,0,0,0,0
1581036988.483414,ethernet,eth1,6939,7236,7188,19300,90631
1581036988.483414,ethernet,eth1-vip,0,0,0,0,0
1581036988.483414,ethernet,eth2,12,12,12,12,12
1581036988.483414,ethernet,eth3,0,0,0,0,0
1581037588.989369,ethernet,eth0,7298,6993,7328,16994,67110
1581037588.989369,ethernet,eth0-vip,0,0,0,0,0
1581037588.989369,ethernet,eth1,6090,6708,6950,18382,90622
1581037588.989369,ethernet,eth1-vip,0,0,0,0,0
1581037588.989369,ethernet,eth2,12,12,12,12,12
1581037588.989369,ethernet,eth3,0,0,0,0,0
1581038189.540991,ethernet,eth0,2008,5691,6730,16764,67110
1581038189.540991,ethernet,eth0-vip,0,0,0,0,0
1581038189.540991,ethernet,eth1,6028,5846,6620,17599,90622
1581038189.540991,ethernet,eth1-vip,0,0,0,0,0
1581038189.540991,ethernet,eth2,12,12,12,12,12
1581038189.540991,ethernet,eth3,0,0,0,0,0
1581038790.090829,ethernet,eth0,9576,7469,7837,16574,67110
1581038790.090829,ethernet,eth0-vip,0,0,0,0,0
1581038790.090829,ethernet,eth1,14037,14763,66526,7678,90622
1581038790.090829,ethernet,eth1-vip,0,0,0,0,0
1581038790.090829,ethernet,eth2,12,12,12,12,12
1581038790.090829,ethernet,eth3,0,0,0,0,0
1581039390.61203,ethernet,eth0,10138,11060,7637,7359,67110
1581039390.61203,ethernet,eth0-vip,0,0,0,0,0
1581039390.61203,ethernet,eth1,14372,14669,14863,17675,90622
1581039390.61203,ethernet,eth1-vip,0,0,0,0,0
1581039390.61203,ethernet,eth2,12,12,12,12,12
1581039390.61203,ethernet,eth3,0,0,0,0,0
1581039991.183069,ethernet,eth0,14618,8798,63655,16755,67110
1581039991.183069,ethernet,eth0-vip,0,0,0,0,0
1581039991.183069,ethernet,eth1,14866,15056,14323,18675,90622
1581039991.183069,ethernet,eth1-vip,0,0,0,0,0
1581039991.183069,ethernet,eth2,12,12,12,12,12
1581039991.183069,ethernet,eth3,0,0,0,0,0
1581040591.616021,ethernet,eth0,4068,7998,8478,16863,67110
1581040591.616021,ethernet,eth0-vip,0,0,0,0,0
1581040591.616021,ethernet,eth1,14966,14251,14225,19756,90622
1581040591.616021,ethernet,eth1-vip,0,0,0,0,0
1581040591.616021,ethernet,eth2,12,12,12,12,12
1581040591.616021,ethernet,eth3,0,0,0,0,0
1581041192.162278,ethernet,eth0,8791,7440,7702,16978,67209
1581041192.162278,ethernet,eth0-vip,0,0,0,0,0
1581041192.162278,ethernet,eth1,12896,13735,69419,20930,90595
1581041192.162278,ethernet,eth1-vip,0,0,0,0,0
1581041192.162278,ethernet,eth2,12,12,12,12,12
1581041192.162278,ethernet,eth3,0,0,0,0,0
1581041792.685242,ethernet,eth0,3978,8099,7919,17113,67209
1581041792.685242,ethernet,eth0-vip,0,0,0,0,0
1581041792.685242,ethernet,eth1,9167,9096,9975,31271,90595
1581041792.685242,ethernet,eth1-vip,0,0,0,0,0
1581041792.685242,ethernet,eth2,12,12,12,12,12
1581041792.685242,ethernet,eth3,0,0,0,0,0
1581042393.231263,ethernet,eth0,5810,11401,7563,17208,67209
1581042393.231263,ethernet,eth0-vip,0,0,0,0,0
1581042393.231263,ethernet,eth1,9786,9812,9217,31728,90595
1581042393.231263,ethernet,eth1-vip,0,0,0,0,0
1581042393.231263,ethernet,eth2,12,12,12,12,12
1581042393.231263,ethernet,eth3,0,0,0,0,0
1581042993.793447,ethernet,eth0,7040,6084,6765,17111,67209
1581042993.793447,ethernet,eth0-vip,0,0,0,0,0
1581042993.793447,ethernet,eth1,5645,6215,8331,21741,90595
1581042993.793447,ethernet,eth1-vip,0,0,0,0,0
1581042993.793447,ethernet,eth2,13,12,12,12,12
1581042993.793447,ethernet,eth3,0,0,0,0,0
1581043594.358881,ethernet,eth0,7670,5001,6672,7676,67209
1581043594.358881,ethernet,eth0-vip,0,0,0,0,0
1581043594.358881,ethernet,eth1,5791,6553,6344,20505,90595
1581043594.358881,ethernet,eth1-vip,0,0,0,0,0
1581043594.358881,ethernet,eth2,13,12,12,12,12
1581043594.358881,ethernet,eth3,0,0,0,0,0
1581044194.842273,ethernet,eth0,8168,8676,62456,7394,67209
1581044194.842273,ethernet,eth0-vip,0,0,0,0,0
1581044194.842273,ethernet,eth1,5734,6479,6256,19177,90595
1581044194.842273,ethernet,eth1-vip,0,0,0,0,0
1581044194.842273,ethernet,eth2,12,12,12,12,12
1581044194.842273,ethernet,eth3,0,0,0,0,0
1581044795.368871,ethernet,eth0,14156,7707,6684,16440,67585
1581044795.368871,ethernet,eth0-vip,0,0,0,0,0
1581044795.368871,ethernet,eth1,6365,6575,6200,17851,90587
1581044795.368871,ethernet,eth1-vip,0,0,0,0,0
1581044795.368871,ethernet,eth2,12,12,12,12,12
1581044795.368871,ethernet,eth3,0,0,0,0,0
1581045395.913121,ethernet,eth0,2021,7347,6643,16244,67585
1581045395.913121,ethernet,eth0-vip,0,0,0,0,0
1581045395.913121,ethernet,eth1,5341,6241,61868,7437,90587
1581045395.913121,ethernet,eth1-vip,0,0,0,0,0
1581045395.913121,ethernet,eth2,12,12,12,12,12
1581045395.913121,ethernet,eth3,0,0,0,0,0
1581045996.435303,ethernet,eth0,1335,5585,6481,16099,67585
1581045996.435303,ethernet,eth0-vip,0,0,0,0,0
1581045996.435303,ethernet,eth1,4261,4840,5590,16277,90587
1581045996.435303,ethernet,eth1-vip,0,0,0,0,0
1581045996.435303,ethernet,eth2,13,12,12,12,12
1581045996.435303,ethernet,eth3,0,0,0,0,0
1581046596.996104,ethernet,eth0,11036,8392,6145,15952,67585
1581046596.996104,ethernet,eth0-vip,0,0,0,0,0
1581046596.996104,ethernet,eth1,4675,4569,4937,15541,90587
1581046596.996104,ethernet,eth1-vip,0,0,0,0,0
1581046596.996104,ethernet,eth2,13,12,12,12,12
1581046596.996104,ethernet,eth3,0,0,0,0,0
1581047197.485534,ethernet,eth0,11893,7316,6679,15856,67585
1581047197.485534,ethernet,eth0-vip,0,0,0,0,0
1581047197.485534,ethernet,eth1,4857,5206,4682,15117,90587
1581047197.485534,ethernet,eth1-vip,0,0,0,0,0
1581047197.485534,ethernet,eth2,12,12,12,12,12
1581047197.485534,ethernet,eth3,0,0,0,0,0
1581047797.997637,ethernet,eth0,1730,5463,6620,15841,67585
1581047797.997637,ethernet,eth0-vip,0,0,0,0,0
1581047797.997637,ethernet,eth1,4313,4564,5025,14871,90587
1581047797.997637,ethernet,eth1-vip,0,0,0,0,0
1581047797.997637,ethernet,eth2,12,12,12,12,12
1581047797.997637,ethernet,eth3,0,0,0,0,0
1581048398.526826,ethernet,eth0,2026,3390,3016,6354,67263
1581048398.526826,ethernet,eth0-vip,0,0,0,0,0
1581048398.526826,ethernet,eth1,4969,5579,5229,14670,90586
1581048398.526826,ethernet,eth1-vip,0,0,0,0,0
1581048398.526826,ethernet,eth2,13,13,12,12,12
1581048398.526826,ethernet,eth3,0,0,0,0,0
1581048999.023035,ethernet,eth0,2535,2793,3218,5768,67263
1581048999.023035,ethernet,eth0-vip,0,0,0,0,0
1581048999.023035,ethernet,eth1,5707,5735,5808,14533,90586
1581048999.023035,ethernet,eth1-vip,0,0,0,0,0
1581048999.023035,ethernet,eth2,13,12,12,12,12
1581048999.023035,ethernet,eth3,0,0,0,0,0
1581049599.540346,ethernet,eth0,7510,4249,5332,5187,67263
1581049599.540346,ethernet,eth0-vip,0,0,0,0,0
1581049599.540346,ethernet,eth1,5471,6826,6379,5157,90586
1581049599.540346,ethernet,eth1-vip,0,0,0,0,0
1581049599.540346,ethernet,eth2,12,12,12,12,12
1581049599.540346,ethernet,eth3,0,0,0,0,0
1581050200.042277,ethernet,eth0,7798,6245,61678,5148,67263
1581050200.042277,ethernet,eth0-vip,0,0,0,0,0
1581050200.042277,ethernet,eth1,6329,7092,7004,5424,90586
1581050200.042277,ethernet,eth1-vip,0,0,0,0,0
1581050200.042277,ethernet,eth2,13,12,12,12,12
1581050200.042277,ethernet,eth3,0,0,0,0,0
1581050800.593783,ethernet,eth0,8116,5407,6810,14398,67263
1581050800.593783,ethernet,eth0-vip,0,0,0,0,0
1581050800.593783,ethernet,eth1,7057,7643,7120,5803,90586
1581050800.593783,ethernet,eth1-vip,0,0,0,0,0
1581050800.593783,ethernet,eth2,12,12,12,12,12
1581050800.593783,ethernet,eth3,0,0,0,0,0
1581051401.132627,ethernet,eth0,8193,6826,7310,14508,67263
1581051401.132627,ethernet,eth0-vip,0,0,0,0,0
1581051401.132627,ethernet,eth1,7915,8097,63472,15490,90586
1581051401.132627,ethernet,eth1-vip,0,0,0,0,0
1581051401.132627,ethernet,eth2,12,12,12,12,12
1581051401.132627,ethernet,eth3,0,0,0,0,0
1581052001.655414,ethernet,eth0,22258,11143,7890,14777,67747
1581052001.655414,ethernet,eth0-vip,0,0,0,0,0
1581052001.655414,ethernet,eth1,9945,10061,8813,15989,90558
1581052001.655414,ethernet,eth1-vip,0,0,0,0,0
1581052001.655414,ethernet,eth2,12,12,12,12,12
1581052001.655414,ethernet,eth3,0,0,0,0,0
1581052602.175901,ethernet,eth0,4070,9190,8521,15636,67747
1581052602.175901,ethernet,eth0-vip,0,0,0,0,0
1581052602.175901,ethernet,eth1,10197,11468,10209,16620,90558
1581052602.175901,ethernet,eth1-vip,0,0,0,0,0
1581052602.175901,ethernet,eth2,12,12,12,12,12
1581052602.175901,ethernet,eth3,0,0,0,0,0
1581053202.714623,ethernet,eth0,7456,4966,5278,16463,67747
1581053202.714623,ethernet,eth0-vip,0,0,0,0,0
1581053202.714623,ethernet,eth1,11270,12536,11356,17393,90558
1581053202.714623,ethernet,eth1-vip,0,0,0,0,0
1581053202.714623,ethernet,eth2,13,12,12,12,12
1581053202.714623,ethernet,eth3,0,0,0,0,0
1581053803.220819,ethernet,eth0,4649,4507,5332,16134,67747
1581053803.220819,ethernet,eth0-vip,0,0,0,0,0
1581053803.220819,ethernet,eth1,14655,13807,12857,18259,90558
1581053803.220819,ethernet,eth1-vip,0,0,0,0,0
1581053803.220819,ethernet,eth2,12,12,12,12,12
1581053803.220819,ethernet,eth3,0,0,0,0,0
1581054403.717688,ethernet,eth0,9855,9672,8867,6791,67747
1581054403.717688,ethernet,eth0-vip,0,0,0,0,0
1581054403.717688,ethernet,eth1,16204,16315,69801,19318,90558
1581054403.717688,ethernet,eth1-vip,0,0,0,0,0
1581054403.717688,ethernet,eth2,12,12,12,12,12
1581054403.717688,ethernet,eth3,0,0,0,0,0
1581055004.232187,ethernet,eth0,11856,10200,66486,16567,67747
1581055004.232187,ethernet,eth0-vip,0,0,0,0,0
1581055004.232187,ethernet,eth1,17901,16440,15684,20518,90558
1581055004.232187,ethernet,eth1-vip,0,0,0,0,0
1581055004.232187,ethernet,eth2,12,12,12,12,12
1581055004.232187,ethernet,eth3,0,0,0,0,0
1581055604.75536,ethernet,eth0,12556,18012,12839,17285,67841
1581055604.75536,ethernet,eth0-vip,0,0,0,0,0
1581055604.75536,ethernet,eth1,20081,20680,18584,21869,90480
1581055604.75536,ethernet,eth1-vip,0,0,0,0,0
1581055604.75536,ethernet,eth2,12,12,12,12,12
1581055604.75536,ethernet,eth3,0,0,0,0,0
1581056205.191565,ethernet,eth0,22323,16123,14500,18146,67841
1581056205.191565,ethernet,eth0-vip,0,0,0,0,0
1581056205.191565,ethernet,eth1,22333,22831,76212,23600,90480
1581056205.191565,ethernet,eth1-vip,0,0,0,0,0
1581056205.191565,ethernet,eth2,12,12,12,12,12
1581056205.191565,ethernet,eth3,0,0,0,0,0
1581056805.675509,ethernet,eth0,12957,17081,17520,19429,67841
1581056805.675509,ethernet,eth0-vip,0,0,0,0,0
1581056805.675509,ethernet,eth1,24158,23800,22895,34647,90480
1581056805.675509,ethernet,eth1-vip,0,0,0,0,0
1581056805.675509,ethernet,eth2,12,12,12,12,12
1581056805.675509,ethernet,eth3,0,0,0,0,0
1581057406.236769,ethernet,eth0,18500,25897,76264,30895,67841
1581057406.236769,ethernet,eth0-vip,0,0,0,0,0
1581057406.236769,ethernet,eth1,31521,578498,81160,36643,90480
1581057406.236769,ethernet,eth1-vip,0,0,0,0,0
1581057406.236769,ethernet,eth2,12,12,12,12,12
1581057406.236769,ethernet,eth3,0,0,0,0,0
1581058008.091904,ethernet,eth0,43277,33214,26998,33748,67841
1581058008.091904,ethernet,eth0-vip,0,0,0,0,0
1581058008.091904,ethernet,eth1,34606,33356,29182,48087,90480
1581058008.091904,ethernet,eth1-vip,0,0,0,0,0
1581058008.091904,ethernet,eth2,13,12,12,12,12
1581058008.091904,ethernet,eth3,0,0,0,0,0
1581058608.647812,ethernet,eth0,80870,65134,98383,37051,67841
1581058608.647812,ethernet,eth0-vip,0,0,0,0,0
1581058608.647812,ethernet,eth1,52599,48080,91851,41559,90480
1581058608.647812,ethernet,eth1-vip,0,0,0,0,0
1581058608.647812,ethernet,eth2,13,12,12,12,12
1581058608.647812,ethernet,eth3,0,0,0,0,0
1581059209.189378,ethernet,eth0,147302,124816,203034,53458,68570
1581059209.189378,ethernet,eth0-vip,0,0,0,0,0
1581059209.189378,ethernet,eth1,69685,68903,114615,55217,90414
1581059209.189378,ethernet,eth1-vip,0,0,0,0,0
1581059209.189378,ethernet,eth2,12,12,12,12,12
1581059209.189378,ethernet,eth3,0,0,0,0,0
1581059809.748918,ethernet,eth0,136694,148544,242564,87540,68570
1581059809.748918,ethernet,eth0-vip,0,0,0,0,0
1581059809.748918,ethernet,eth1,86986,92764,130004,71921,90414
1581059809.748918,ethernet,eth1-vip,0,0,0,0,0
1581059809.748918,ethernet,eth2,12,12,12,12,12
1581059809.748918,ethernet,eth3,0,0,0,0,0
1581060410.377416,ethernet,eth0,129995,636156,276478,124908,68570
1581060410.377416,ethernet,eth0-vip,0,0,0,0,0
1581060410.377416,ethernet,eth1,84202,84968,190966,90258,90414
1581060410.377416,ethernet,eth1-vip,0,0,0,0,0
1581060410.377416,ethernet,eth2,12,12,12,12,12
1581060410.377416,ethernet,eth3,0,0,0,0,0
1581061011.028755,ethernet,eth0,122299,121672,226888,150076,68570
1581061011.028755,ethernet,eth0-vip,0,0,0,0,0
1581061011.028755,ethernet,eth1,103715,95779,141559,109448,90414
1581061011.028755,ethernet,eth1-vip,0,0,0,0,0
1581061011.028755,ethernet,eth2,12,12,12,12,12
1581061011.028755,ethernet,eth3,0,0,0,0,0
1581061611.608571,ethernet,eth0,108919,626460,207729,183448,68570
1581061611.608571,ethernet,eth0-vip,0,0,0,0,0
1581061611.608571,ethernet,eth1,89946,86201,196776,128661,90414
1581061611.608571,ethernet,eth1-vip,0,0,0,0,0
1581061611.608571,ethernet,eth2,12,12,12,12,12
1581061611.608571,ethernet,eth3,0,0,0,0,0
1581062212.159788,ethernet,eth0,95072,80436,150719,203612,68570
1581062212.159788,ethernet,eth0-vip,0,0,0,0,0
1581062212.159788,ethernet,eth1,84682,616643,141031,147080,90414
1581062212.159788,ethernet,eth1-vip,0,0,0,0,0
1581062212.159788,ethernet,eth2,13,12,12,12,12
1581062212.159788,ethernet,eth3,0,0,0,0,0
1581062812.707667,ethernet,eth0,95727,95649,190255,218061,70873
1581062812.707667,ethernet,eth0-vip,0,0,0,0,0
1581062812.707667,ethernet,eth1,98907,100779,195312,162956,90522
1581062812.707667,ethernet,eth1-vip,0,0,0,0,0
1581062812.707667,ethernet,eth2,12,12,12,12,12
1581062812.707667,ethernet,eth3,0,0,0,0,0
1581063413.252063,ethernet,eth0,97703,81475,210337,206305,70873
1581063413.252063,ethernet,eth0-vip,0,0,0,0,0
1581063413.252063,ethernet,eth1,94939,93976,206154,176208,90522
1581063413.252063,ethernet,eth1-vip,0,0,0,0,0
1581063413.252063,ethernet,eth2,12,12,12,12,12
1581063413.252063,ethernet,eth3,0,0,0,0,0
1581064013.853336,ethernet,eth0,75560,77482,135253,199756,70873
1581064013.853336,ethernet,eth0-vip,0,0,0,0,0
1581064013.853336,ethernet,eth1,94038,620633,200412,170378,90522
1581064013.853336,ethernet,eth1-vip,0,0,0,0,0
1581064013.853336,ethernet,eth2,12,12,12,12,12
1581064013.853336,ethernet,eth3,0,0,0,0,0
1581064614.428245,ethernet,eth0,73842,71894,195742,193844,70873
1581064614.428245,ethernet,eth0-vip,0,0,0,0,0
1581064614.428245,ethernet,eth1,94757,92053,151344,180656,90522
1581064614.428245,ethernet,eth1-vip,0,0,0,0,0
1581064614.428245,ethernet,eth2,12,12,12,12,12
1581064614.428245,ethernet,eth3,0,0,0,0,0
1581065214.966406,ethernet,eth0,95712,72683,128295,179626,70873
1581065214.966406,ethernet,eth0-vip,0,0,0,0,0
1581065214.966406,ethernet,eth1,93697,94701,201957,181595,90522
1581065214.966406,ethernet,eth1-vip,0,0,0,0,0
1581065214.966406,ethernet,eth2,12,12,12,12,12
1581065214.966406,ethernet,eth3,0,0,0,0,0
1581065815.479606,ethernet,eth0,56356,69082,188952,176159,70873
1581065815.479606,ethernet,eth0-vip,0,0,0,0,0
1581065815.479606,ethernet,eth1,91134,93019,201430,191774,90522
1581065815.479606,ethernet,eth1-vip,0,0,0,0,0
1581065815.479606,ethernet,eth2,12,12,12,12,12
1581065815.479606,ethernet,eth3,0,0,0,0,0
1581066416.009764,ethernet,eth0,79673,67528,121805,165276,71549
1581066416.009764,ethernet,eth0-vip,0,0,0,0,0
1581066416.009764,ethernet,eth1,3260872,617912,144981,184271,90536
1581066416.009764,ethernet,eth1-vip,0,0,0,0,0
1581066416.009764,ethernet,eth2,12,12,12,12,12
1581066416.009764,ethernet,eth3,0,0,0,0,0
1581067016.607183,ethernet,eth0,68648,69760,130974,161501,71549
1581067016.607183,ethernet,eth0-vip,0,0,0,0,0
1581067016.607183,ethernet,eth1,92518,92226,198565,183950,90536
1581067016.607183,ethernet,eth1-vip,0,0,0,0,0
1581067016.607183,ethernet,eth2,12,12,12,12,12
1581067016.607183,ethernet,eth3,0,0,0,0,0
1581067617.277807,ethernet,eth0,66682,74123,119822,158031,71549
1581067617.277807,ethernet,eth0-vip,0,0,0,0,0
1581067617.277807,ethernet,eth1,99618,103545,199922,191747,90536
1581067617.277807,ethernet,eth1-vip,0,0,0,0,0
1581067617.277807,ethernet,eth2,12,12,12,12,12
1581067617.277807,ethernet,eth3,0,0,0,0,0
1581068219.912927,ethernet,eth0,47010,62804,185773,147650,71549
1581068219.912927,ethernet,eth0-vip,0,0,0,0,0
1581068219.912927,ethernet,eth1,80257,617984,203943,183453,90536
1581068219.912927,ethernet,eth1-vip,0,0,0,0,0
1581068219.912927,ethernet,eth2,11,12,12,12,12
1581068219.912927,ethernet,eth3,0,0,0,0,0
1581068820.493578,ethernet,eth0,72083,67168,117112,145394,71549
1581068820.493578,ethernet,eth0-vip,0,0,0,0,0
1581068820.493578,ethernet,eth1,90471,96430,144618,182887,90536
1581068820.493578,ethernet,eth1-vip,0,0,0,0,0
1581068820.493578,ethernet,eth2,12,12,12,12,12
1581068820.493578,ethernet,eth3,0,0,0,0,0
1581069421.060278,ethernet,eth0,55793,55277,130805,135101,71549
1581069421.060278,ethernet,eth0-vip,0,0,0,0,0
1581069421.060278,ethernet,eth1,85521,85036,199363,182254,90536
1581069421.060278,ethernet,eth1-vip,0,0,0,0,0
1581069421.060278,ethernet,eth2,12,12,12,12,12
1581069421.060278,ethernet,eth3,0,0,0,0,0
1581070021.778034,ethernet,eth0,56999,63765,113423,142548,71449
1581070021.778034,ethernet,eth0-vip,0,0,0,0,0
1581070021.778034,ethernet,eth1,93793,620212,140938,181523,90437
1581070021.778034,ethernet,eth1-vip,0,0,0,0,0
1581070021.778034,ethernet,eth2,12,12,12,12,12
1581070021.778034,ethernet,eth3,0,0,0,0,0
1581070622.355338,ethernet,eth0,62841,68208,187511,141862,71449
1581070622.355338,ethernet,eth0-vip,0,0,0,0,0
1581070622.355338,ethernet,eth1,95254,95773,201856,181308,90437
1581070622.355338,ethernet,eth1-vip,0,0,0,0,0
1581070622.355338,ethernet,eth2,12,12,12,12,12
1581070622.355338,ethernet,eth3,0,0,0,0,0
1581071222.969323,ethernet,eth0,92981,77990,121735,133643,71449
1581071222.969323,ethernet,eth0-vip,0,0,0,0,0
1581071222.969323,ethernet,eth1,94327,90710,198128,181886,90437
1581071222.969323,ethernet,eth1-vip,0,0,0,0,0
1581071222.969323,ethernet,eth2,12,12,12,12,12
1581071222.969323,ethernet,eth3,0,0,0,0,0
1581071823.615559,ethernet,eth0,3292464,615833,128997,142392,71449
1581071823.615559,ethernet,eth0-vip,0,0,0,0,0
1581071823.615559,ethernet,eth1,88773,618527,143169,180820,90437
1581071823.615559,ethernet,eth1-vip,0,0,0,0,0
1581071823.615559,ethernet,eth2,13,12,12,12,12
1581071823.615559,ethernet,eth3,0,0,0,0,0
1581072424.176157,ethernet,eth0,62827,71509,173143,142457,71449
1581072424.176157,ethernet,eth0-vip,0,0,0,0,0
1581072424.176157,ethernet,eth1,92901,94233,197537,180170,90437
1581072424.176157,ethernet,eth1-vip,0,0,0,0,0
1581072424.176157,ethernet,eth2,13,12,12,12,12
1581072424.176157,ethernet,eth3,0,0,0,0,0
1581073024.773125,ethernet,eth0,71194,69508,130662,142617,71449
1581073024.773125,ethernet,eth0-vip,0,0,0,0,0
1581073024.773125,ethernet,eth1,92231,91428,201273,180300,90437
1581073024.773125,ethernet,eth1-vip,0,0,0,0,0
1581073024.773125,ethernet,eth2,12,12,12,12,12
1581073024.773125,ethernet,eth3,0,0,0,0,0
1581073625.383313,ethernet,eth0,75099,72317,124263,134372,70966
1581073625.383313,ethernet,eth0-vip,0,0,0,0,0
1581073625.383313,ethernet,eth1,97843,617479,144960,180881,89929
1581073625.383313,ethernet,eth1-vip,0,0,0,0,0
1581073625.383313,ethernet,eth2,12,12,12,12,12
1581073625.383313,ethernet,eth3,0,0,0,0,0
1581074225.94082,ethernet,eth0,67729,67341,183930,144462,70966
1581074225.94082,ethernet,eth0-vip,0,0,0,0,0
1581074225.94082,ethernet,eth1,88924,90894,196451,181016,89929
1581074225.94082,ethernet,eth1-vip,0,0,0,0,0
1581074225.94082,ethernet,eth2,12,12,12,12,12
1581074225.94082,ethernet,eth3,0,0,0,0,0
1581074826.412228,ethernet,eth0,77923,71396,119985,143527,70966
1581074826.412228,ethernet,eth0-vip,0,0,0,0,0
1581074826.412228,ethernet,eth1,91638,89061,196405,180003,89929
1581074826.412228,ethernet,eth1-vip,0,0,0,0,0
1581074826.412228,ethernet,eth2,12,12,12,12,12
1581074826.412228,ethernet,eth3,0,0,0,0,0
1581075427.042469,ethernet,eth0,59095,61514,126984,134486,70966
1581075427.042469,ethernet,eth0-vip,0,0,0,0,0
1581075427.042469,ethernet,eth1,87197,84604,143682,179875,89929
1581075427.042469,ethernet,eth1-vip,0,0,0,0,0
1581075427.042469,ethernet,eth2,13,12,12,12,12
1581075427.042469,ethernet,eth3,0,0,0,0,0
1581076027.609044,ethernet,eth0,63071,67105,116733,134128,70966
1581076027.609044,ethernet,eth0-vip,0,0,0,0,0
1581076027.609044,ethernet,eth1,88497,88515,194077,179938,89929
1581076027.609044,ethernet,eth1-vip,0,0,0,0,0
1581076027.609044,ethernet,eth2,13,12,12,12,12
1581076027.609044,ethernet,eth3,0,0,0,0,0
1581076628.107884,ethernet,eth0,62893,64172,182174,142274,70966
1581076628.107884,ethernet,eth0-vip,0,0,0,0,0
1581076628.107884,ethernet,eth1,89334,618719,197392,170373,89929
1581076628.107884,ethernet,eth1-vip,0,0,0,0,0
1581076628.107884,ethernet,eth2,12,12,12,12,12
1581076628.107884,ethernet,eth3,0,0,0,0,0
1581077228.659953,ethernet,eth0,61133,67448,123851,142347,70850
1581077228.659953,ethernet,eth0-vip,0,0,0,0,0
1581077228.659953,ethernet,eth1,86477,84703,144481,178750,89781
